Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
10020;0.366477;14.3822;1.6025;-0.1406;354.4789;318.9461;1.0609;True;True;0.1840;1.6373;0.2821;279.9990;87.3839;349.0449;0.3727;-0.0406;-0.5513;0.0000;True;True;-0.5051;1.6841;0.3400;296.1135;204.1988;102.6126;0.2981;-0.1010;0.3905;0.0000;
10025;0.4406083;14.3762;1.6025;-0.1428;354.7722;317.6824;0.6667;True;True;0.1898;1.6361;0.2732;279.6708;87.8156;351.2301;0.1824;0.0068;-0.2385;0.0000;True;True;-0.4980;1.6821;0.3492;295.8815;205.2777;102.7245;0.1940;-0.0929;0.4079;0.0000;
10030;0.5185365;14.3692;1.6015;-0.1475;354.8419;313.7269;0.9652;True;True;0.1925;1.6354;0.2710;280.5014;85.7902;352.6588;0.0582;-0.0620;0.0210;0.0000;True;True;-0.4943;1.6804;0.3589;295.1929;207.6424;101.5861;0.1153;-0.0558;0.3515;0.0000;
10035;0.5917518;14.3605;1.6000;-0.1518;355.5945;308.9106;1.0331;True;True;0.1945;1.6323;0.2752;280.7244;82.4473;356.4992;0.1118;-0.2009;0.2416;0.0000;True;True;-0.4903;1.6770;0.3678;294.9600;207.8193;101.3064;0.2366;-0.2185;0.3633;0.0000;
10040;0.6623972;14.3501;1.5966;-0.1504;355.7867;306.4951;0.5142;True;True;0.2048;1.6142;0.2788;282.3086;81.1687;358.8331;0.8366;-1.3275;0.0339;0.0000;True;True;-0.4772;1.6655;0.3809;294.7022;205.5644;103.7805;0.7764;-0.6901;0.7799;0.0000;
10045;0.7327766;14.3292;1.5785;-0.1449;352.3234;309.1696;358.5488;True;True;0.2574;1.5467;0.2813;290.8679;79.6994;3.6917;2.9062;-3.3977;0.2492;0.0000;True;True;-0.4541;1.6255;0.4049;289.3912;201.6970;108.1127;0.8481;-2.3370;0.9632;0.0000;
10050;0.8029068;14.2973;1.5429;-0.1333;353.3694;309.4494;359.6363;True;True;0.3302;1.4458;0.2873;303.6109;89.0659;358.3562;2.2869;-3.9155;0.4294;0.0000;True;True;-0.4398;1.5537;0.4217;282.0113;212.3002;99.9925;0.3338;-2.9914;0.1749;0.0000;
10055;0.872947;14.2790;1.5251;-0.1000;353.1737;304.8399;1.5131;True;True;0.3610;1.4045;0.3064;302.6196;89.8543;359.2820;0.9284;0.3278;0.8053;0.0000;True;True;-0.4124;1.5022;0.4198;287.4632;250.6436;67.7441;2.0612;-1.0988;-0.2718;0.0000;
10060;0.9422327;14.2826;1.5298;-0.0507;351.6435;307.5960;3.9552;True;True;0.3562;1.4633;0.3165;290.3720;100.0493;343.3929;-0.5800;3.5259;0.1516;0.0000;True;True;-0.3343;1.5077;0.4052;288.8436;245.6235;79.5625;3.3910;1.1739;-0.4724;0.0000;
10065;1.012151;14.2752;1.5552;-0.0142;354.0370;301.0385;3.0956;True;True;0.3572;1.5188;0.3404;287.8995;108.4836;324.6949;0.2581;1.5665;1.8597;0.0000;True;True;-0.2732;1.5328;0.4106;289.9064;257.9687;76.1145;1.5994;0.7693;0.7493;0.0000;
