Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
2760;0.304863;14.7296;1.5617;-0.0175;1.7107;268.6830;3.7008;True;True;0.1800;1.3482;0.0624;314.9212;45.5806;334.6858;0.8733;0.2416;0.1639;0.0000;True;True;-0.2520;1.3823;-0.0025;333.4677;270.9442;55.9217;0.7148;-0.0469;-0.0109;0.0000;
2765;0.3959009;14.7255;1.5597;-0.0018;2.3459;268.4158;4.1411;True;True;0.2015;1.3537;0.0656;314.5014;45.1752;334.8471;0.7813;0.2120;0.0578;0.0000;True;True;-0.2333;1.3803;-0.0054;333.6378;269.2770;56.9687;0.7187;-0.1258;-0.1047;0.0000;
2770;0.4721584;14.7222;1.5582;0.0117;2.6112;268.0105;4.7245;True;True;0.2192;1.3592;0.0647;313.9205;47.0972;333.3011;0.5456;0.2087;-0.1118;0.0000;True;True;-0.2148;1.3786;-0.0046;333.2654;268.7827;56.8801;0.7096;-0.0517;0.0427;0.0000;
2775;0.5473649;14.7191;1.5570;0.0245;2.1384;268.2899;4.4924;True;True;0.2297;1.3640;0.0620;311.6614;47.8761;333.4584;0.4480;0.1982;-0.0898;0.0000;True;True;-0.1977;1.3775;-0.0031;332.2406;269.3899;56.8362;0.6312;-0.0847;0.0950;0.0000;
2780;0.6198613;14.7162;1.5515;0.0363;359.9292;269.8255;4.1670;True;True;0.2444;1.3674;0.0561;310.4305;51.3753;331.4307;0.5881;0.0657;-0.3662;0.0000;True;True;-0.1835;1.3735;0.0012;330.1210;270.3427;57.6960;0.4602;-0.2046;0.2391;0.0000;
2785;0.6908942;14.7153;1.5456;0.0377;359.8114;268.1606;3.4101;True;True;0.2551;1.3648;0.0484;307.7444;57.1539;329.2527;0.3017;-0.2484;-0.2033;0.0000;True;True;-0.1782;1.3705;0.0101;328.5513;268.8358;58.8486;0.0033;-0.0347;0.4228;0.0000;
2790;0.7608921;14.7164;1.5458;0.0261;0.1819;259.9834;3.2179;True;True;0.2563;1.3595;0.0455;310.1371;56.8398;328.7443;-0.2145;-0.1831;-0.0298;0.0000;True;True;-0.1822;1.3746;0.0193;328.1563;269.4981;57.5145;-0.3185;0.2548;0.2427;0.0000;
2795;0.8309144;14.7177;1.5537;0.0121;359.3359;250.5027;2.4054;True;True;0.2471;1.3583;0.0484;310.5191;56.6147;329.4192;-0.4794;0.1019;0.2935;0.0000;True;True;-0.1914;1.3828;0.0200;327.6008;267.4143;57.1516;-0.3974;0.4367;-0.0333;0.0000;
2800;0.9003673;14.7174;1.5617;0.0066;359.5034;249.2185;2.0796;True;True;0.2364;1.3648;0.0574;311.5123;55.0067;329.0471;-0.3707;0.3613;0.4032;0.0000;True;True;-0.1997;1.3936;0.0160;327.7448;266.9240;57.3410;-0.2363;0.4195;-0.1635;0.0000;
2805;0.9699697;14.7175;1.5689;0.0031;359.4802;250.1608;3.3217;True;True;0.2235;1.3798;0.0664;311.0113;54.2911;329.6408;-0.7387;0.7105;0.1995;0.0000;True;True;-0.2071;1.4066;0.0089;324.4935;262.6608;58.3036;-0.6211;0.5658;-0.5439;0.0000;
2810;1.03979;14.7236;1.5747;-0.0120;355.9351;241.5949;2.7726;True;True;0.1955;1.3959;0.0626;303.5209;53.8260;329.6234;-1.2107;0.6179;-0.2295;0.0000;True;True;-0.2270;1.4336;-0.0144;322.8350;250.4796;64.8507;-0.7335;1.8683;-1.0054;0.0000;
2815;1.10917;14.7301;1.5805;-0.0244;352.7026;236.9942;3.0624;True;True;0.1696;1.4220;0.0584;304.7687;45.2723;325.5772;-1.1690;1.3118;-0.2287;0.0000;True;True;-0.2195;1.5268;-0.0038;311.5151;225.2265;74.0224;0.6199;5.1863;1.9269;0.0000;
2820;1.179191;14.7257;1.6024;-0.0286;349.6072;240.1686;3.8583;True;True;0.1600;1.4449;0.0460;303.4156;51.4679;317.0620;0.3628;0.5957;-0.2724;0.0000;True;True;-0.1948;1.6654;0.1244;305.7355;216.4337;80.9440;0.0304;4.9928;7.8229;0.0000;
2825;1.248849;14.7234;1.6149;-0.0181;349.9777;246.3205;0.4985;True;True;0.1875;1.4569;0.0282;314.7065;44.6739;314.5429;1.7464;-0.0406;-1.8933;0.0000;True;True;-0.2701;1.7226;0.3994;314.3129;277.4626;2.5854;-3.8425;-1.7871;7.9460;0.0000;
2830;1.318249;14.7194;1.6166;-0.0026;349.3170;252.4510;357.4671;True;True;0.2252;1.4524;-0.0134;312.4001;53.2297;313.1844;1.4875;-0.3367;-1.6793;0.0000;True;True;-0.3151;1.6838;0.4022;356.4212;278.2167;4.1522;-1.6059;4.0464;-7.0405;0.0000;
2835;1.387894;14.7096;1.6090;0.0213;348.9717;260.1255;357.8632;True;True;0.2706;1.4310;-0.0538;308.0228;58.7047;320.0888;1.9980;-1.1540;-1.3635;0.0000;True;True;-0.2171;1.6727;0.4107;323.0182;282.1924;14.5585;3.7306;-1.6227;-0.7070;0.0000;
2840;1.457693;14.7034;1.5940;0.0470;354.7713;265.3287;358.4026;True;True;0.3156;1.4042;-0.0667;310.0047;59.3978;326.3519;1.6393;-1.0285;-0.1224;0.0000;True;True;-0.1587;1.6188;0.3632;318.5366;302.0160;19.8900;1.3844;-2.6847;-3.2382;0.0000;
2845;1.527472;14.7006;1.5868;0.0698;357.5861;270.3523;359.9601;True;True;0.3465;1.3845;-0.0619;312.6871;58.9772;330.8940;0.6613;-0.7049;0.3052;0.0000;True;True;-0.1151;1.5423;0.2748;308.1662;293.0152;34.6167;1.1147;-3.4346;-3.8416;0.0000;
2850;1.596999;14.7019;1.5785;0.0830;357.9175;273.3180;1.4585;True;True;0.3502;1.3713;-0.0520;308.9861;55.8753;341.5483;0.1546;-0.3815;0.3229;0.0000;True;True;-0.1063;1.4613;0.1879;307.2685;284.4591;41.8713;-0.7190;-2.9067;-3.3055;0.0000;
2855;1.666474;14.7094;1.5673;0.0720;355.9486;265.5970;1.7140;True;True;0.3220;1.3689;-0.0495;303.8885;55.5977;342.9280;-2.1314;0.0180;-0.0018;0.0000;True;True;-0.1297;1.3962;0.0926;318.0814;263.8846;58.2874;-1.1171;-1.5201;-4.0648;0.0000;
2860;1.73648;14.7282;1.5570;0.0421;351.5416;249.9426;0.6954;True;True;0.2648;1.3758;-0.0504;295.4889;48.3654;341.8037;-2.1477;0.3123;-0.2198;0.0000;True;True;-0.1664;1.4101;-0.0072;313.7124;232.9300;78.4249;-1.7858;1.2089;-3.4578;0.0000;
2865;1.805879;14.7450;1.5432;0.0260;354.8309;251.2574;0.0752;True;True;0.2274;1.3806;-0.0504;295.3836;52.8273;329.1096;-1.0927;0.1913;0.0851;0.0000;True;True;-0.1976;1.4316;-0.0674;311.0258;233.4773;82.0749;-1.0847;0.4680;-2.0614;0.0000;
2870;1.875586;14.7559;1.5386;0.0175;356.2809;256.3943;0.2610;True;True;0.2164;1.3851;-0.0529;301.6926;60.2243;320.0074;-0.2834;0.0071;-0.3536;0.0000;True;True;-0.2117;1.4441;-0.0890;311.3272;228.3020;82.9260;-0.4818;0.4987;-0.2541;0.0000;
2875;1.945476;14.7658;1.5354;0.0155;356.7027;262.5342;359.1065;True;True;0.2098;1.3819;-0.0697;300.7495;65.0101;315.5738;-0.0602;-0.1544;-0.7158;0.0000;True;True;-0.2232;1.4442;-0.0965;312.1617;229.6575;86.1384;-0.1977;-0.0117;0.0257;0.0000;
2880;2.015148;14.7766;1.5287;0.0179;358.7499;270.6940;359.3025;True;True;0.2182;1.3789;-0.0873;302.2399;68.6720;314.2454;0.5441;-0.1235;-0.7296;0.0000;True;True;-0.2277;1.4472;-0.0860;309.3483;232.4326;83.4171;-0.2218;0.0079;0.4193;0.0000;
2885;2.084016;14.7904;1.5225;0.0239;359.1459;280.1734;358.6811;True;True;0.2380;1.3766;-0.1071;303.8264;79.7316;309.3967;0.8317;0.0441;-0.7564;0.0000;True;True;-0.2255;1.4452;-0.0801;310.7507;234.3171;84.7326;0.2717;-0.1185;0.1823;0.0000;
2890;2.153414;14.8071;1.5141;0.0324;359.8918;293.5796;359.9656;True;True;0.2579;1.3774;-0.1250;305.5777;81.3346;309.1882;0.6640;0.0436;-0.6966;0.0000;True;True;-0.2185;1.4412;-0.0760;311.4129;236.8183;86.7554;0.3039;-0.1730;0.1032;0.0000;
2895;2.223208;14.8186;1.5059;0.0299;0.1634;296.8050;359.7152;True;True;0.2642;1.3805;-0.1410;303.5137;85.2026;309.5340;0.1022;0.1377;-0.4289;0.0000;True;True;-0.2113;1.4354;-0.0756;314.1035;238.4639;87.1696;0.2680;-0.2424;-0.0794;0.0000;
2900;2.296349;14.8245;1.4985;0.0227;359.7142;294.3712;359.7510;True;True;0.2664;1.3832;-0.1475;302.7960;84.1065;310.2894;0.0182;0.0886;-0.1195;0.0000;True;True;-0.2085;1.4287;-0.0813;316.3923;240.9573;87.6396;0.0630;-0.2836;-0.2865;0.0000;
2905;2.362273;14.8311;1.4897;0.0130;359.2634;289.9711;0.3963;True;True;0.2634;1.3840;-0.1455;301.2942;83.4678;311.3409;-0.2398;-0.0575;0.1560;0.0000;True;True;-0.2074;1.4210;-0.0938;318.2578;238.5998;88.8388;-0.1039;-0.3457;-0.6601;0.0000;
2910;2.432266;14.8388;1.4840;-0.0015;357.2574;279.1847;0.1108;True;True;0.2537;1.3837;-0.1399;299.8585;81.9133;310.5992;-0.4586;0.0394;0.2981;0.0000;True;True;-0.2122;1.4110;-0.1104;320.3178;239.8208;89.7996;-0.2053;-0.3361;-0.6236;0.0000;
