Frame;Tiempo;ID_Bola;Estatus;Posicion_Bola_x;Posicion_Bola_y;Posicion_Bola_z
2320;0.3047;1;En movimiento;9.6446;1.2812;4.2142
2325;0.3932;1;En movimiento;10.1097;1.3150;3.9328
2330;0.4720;1;En movimiento;10.4743;1.3314;3.7123
2335;0.5470;1;En movimiento;10.8447;1.3540;3.4882
2340;0.6195;1;En movimiento;11.1969;1.3914;3.2751
2345;0.6898;1;En movimiento;11.5423;1.3962;3.0662
2350;0.7598;1;En movimiento;11.8817;1.4169;2.8608
2355;0.8300;1;En movimiento;12.2210;1.4377;2.6556
2360;0.9003;1;En movimiento;12.5611;1.4586;2.4499
2365;0.9692;1;En movimiento;12.8963;1.5118;2.2471
2370;1.0390;1;En movimiento;13.2327;1.5358;2.0436
2375;1.1084;1;En movimiento;13.5705;1.5215;1.8392
2380;1.1784;1;En movimiento;13.9079;1.5424;1.6351
2385;1.2482;1;En movimiento;14.2483;1.5637;1.4292
2388;1.2902;1;Parada;14.5185;1.6753;1.2657
2520;3.1319;2;En movimiento;4.8684;1.1609;-1.4648
2525;3.1981;2;En movimiento;5.2597;1.1761;-1.3860
2530;3.2678;2;En movimiento;5.6552;1.1909;-1.3064
2535;3.3375;2;En movimiento;6.0439;1.2053;-1.2282
2540;3.4073;2;En movimiento;6.4378;1.2201;-1.1489
2545;3.4768;2;En movimiento;6.8290;1.2348;-1.0702
2550;3.5467;2;En movimiento;7.2232;1.2498;-0.9908
2555;3.6170;2;En movimiento;7.6176;1.2648;-0.9115
2560;3.6864;2;En movimiento;8.0130;1.2800;-0.8319
2565;3.7562;2;En movimiento;8.4041;1.2950;-0.7531
2570;3.8259;2;En movimiento;8.7991;1.3103;-0.6736
2575;3.8958;2;En movimiento;9.1921;1.3255;-0.5945
2580;3.9654;2;En movimiento;9.5871;1.3409;-0.5150
2585;4.0354;2;En movimiento;9.9812;1.3563;-0.4357
2590;4.1049;2;En movimiento;10.3735;1.3717;-0.3567
2595;4.1746;2;En movimiento;10.7655;1.4365;-0.2778
2600;4.2441;2;En movimiento;11.1590;1.4552;-0.1986
2605;4.3139;2;En movimiento;11.5510;1.4738;-0.1197
2610;4.3837;2;En movimiento;11.9455;1.4926;-0.0403
2615;4.4532;2;En movimiento;12.3374;1.4504;0.0385
2620;4.5225;2;En movimiento;12.7297;1.4662;0.1175
2625;4.5927;2;En movimiento;13.1201;1.4819;0.1961
2630;4.6621;2;En movimiento;13.5145;1.4979;0.2755
2635;4.7319;2;En movimiento;13.9066;1.5139;0.3544
2635;4.7319;2;Parada;13.9869;1.6644;0.3706
2730;6.0553;3;En movimiento;8.2889;1.1694;-2.9652
2735;6.1245;3;En movimiento;8.6375;1.1933;-2.8278
2740;6.1942;3;En movimiento;9.0043;1.2172;-2.6832
2745;6.2638;3;En movimiento;9.3699;1.2412;-2.5390
2750;6.3332;3;En movimiento;9.7350;1.2508;-2.3951
2755;6.4028;3;En movimiento;10.1015;1.2716;-2.2506
2760;6.4724;3;En movimiento;10.4654;1.2922;-2.1071
2765;6.5423;3;En movimiento;10.8311;1.3131;-1.9629
2770;6.6121;3;En movimiento;11.1947;1.3338;-1.8196
2775;6.6821;3;En movimiento;11.5620;1.3549;-1.6747
2780;6.7516;3;En movimiento;11.9262;1.3758;-1.5311
2785;6.8212;3;En movimiento;12.2933;1.3971;-1.3864
2790;6.8911;3;En movimiento;12.6583;1.4182;-1.2425
2795;6.9604;3;En movimiento;13.0236;1.4394;-1.0984
2800;7.0303;3;En movimiento;13.3905;1.4608;-0.9538
2805;7.0999;3;En movimiento;13.7554;1.4821;-0.8099
2810;7.1696;3;En movimiento;14.1216;1.5567;-0.6655
2812;7.1977;3;Parada;14.3417;1.6262;-0.5787
2935;8.9103;4;En movimiento;4.9877;1.1646;-0.8763
