Frame;Tiempo;ID_Luz;Estatus;
16860;143.8850;2;encendido
16917;0.7936;2;tocado
16917;0.7936;1;encendido
16968;1.5032;1;tocado
16968;1.5032;0;encendido
17034;2.4228;0;tocado
17034;2.4228;2;encendido
17096;3.2861;2;tocado
17096;3.2861;2;encendido
17153;4.0795;2;tocado
17153;4.0795;7;encendido
17224;5.0681;7;tocado
17224;5.0681;1;encendido
17294;6.0428;1;tocado
17294;6.0428;2;encendido
17349;6.8081;2;tocado
17349;6.8081;8;encendido
17502;8.9387;8;tocado
17502;8.9387;1;encendido
17585;10.0948;1;tocado
17585;10.0948;4;encendido
17654;11.0555;4;tocado
17654;11.0555;0;encendido
17743;12.2947;0;tocado
17743;12.2947;0;encendido
17792;12.9771;0;tocado
17792;12.9771;5;encendido
17920;14.7588;5;tocado
17920;14.7588;6;encendido
17990;15.7335;6;tocado
17990;15.7335;1;encendido
18064;16.7642;1;tocado
18064;16.7642;5;encendido
18126;17.6275;5;tocado
18126;17.6275;6;encendido
18234;19.1314;6;tocado
18234;19.1314;6;encendido
18287;19.8688;6;tocado
18287;19.8688;5;encendido
18356;20.8302;5;tocado
18356;20.8302;1;encendido
18405;21.5119;1;tocado
18405;21.5119;4;encendido
18468;22.3889;4;tocado
18468;22.3889;5;encendido
18545;23.4612;5;tocado
18545;23.4612;8;encendido
18667;25.1598;8;tocado
18667;25.1598;2;encendido
18876;28.0697;2;tocado
18876;28.0697;3;encendido
18975;29.4481;3;tocado
18975;29.4481;6;encendido
19092;31.0774;6;tocado
19092;31.0774;3;encendido
19239;33.1238;3;tocado
19239;33.1238;5;encendido
19390;35.2268;5;tocado
19390;35.2268;6;encendido
19480;36.4797;6;tocado
19480;36.4797;1;encendido
19583;37.9137;1;tocado
19583;37.9137;0;encendido
19655;38.9167;0;tocado
19655;38.9167;3;encendido
19715;39.7518;3;tocado
19715;39.7518;6;encendido
19810;41.0745;6;tocado
19810;41.0745;1;encendido
19902;42.3554;1;tocado
19902;42.3554;5;encendido
19961;43.1767;5;tocado
19961;43.1767;5;encendido
20102;45.1401;5;tocado
20102;45.1401;8;encendido
20156;45.8916;8;tocado
20156;45.8916;6;encendido
20319;48.1614;6;tocado
20319;48.1614;7;encendido
20367;48.8291;7;tocado
20367;48.8291;4;encendido
20412;49.4560;4;tocado
20412;49.4560;5;encendido
20471;50.2775;5;tocado
20471;50.2775;0;encendido
20588;51.9072;0;tocado
20588;51.9072;6;encendido
20748;54.1349;6;tocado
20748;54.1349;5;encendido
20828;55.2484;5;tocado
20828;55.2484;0;encendido
21006;57.7270;0;tocado
21006;57.7270;8;encendido
21101;59.0496;8;tocado
21101;59.0496;2;encendido

