Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
21474;0;14.4466;1.5211;-0.0167;11.5816;267.4386;4.4058;True;True;0.2308;0.9047;0.3380;13.1675;39.7138;18.3503;46.1663;180.9495;67.5935;0.0000;True;True;-0.3359;1.0865;0.3128;349.4089;273.8188;10.9150;-67.1825;217.3021;62.5638;0.0000;
21476;0.02839839;14.4460;1.5209;-0.0176;11.5188;266.9294;4.2943;True;True;0.2300;0.9039;0.3384;13.2275;39.9263;18.0053;-0.1016;-0.0931;0.0386;0.0000;True;True;-0.3369;1.0870;0.3132;349.4003;273.7900;10.9426;-0.1020;0.0553;0.0262;0.0000;
21478;0.05712229;14.4454;1.5210;-0.0190;11.5074;266.2430;4.1684;True;True;0.2284;0.9029;0.3387;13.4537;40.0593;17.7027;-0.1713;-0.1064;0.0363;0.0000;True;True;-0.3383;1.0884;0.3134;349.1564;273.6595;10.9440;-0.1748;0.1845;0.0227;0.0000;
21480;0.08369067;14.4451;1.5209;-0.0205;11.5754;265.4551;3.9937;True;True;0.2264;0.9018;0.3391;13.6255;40.1396;17.5719;-0.2102;-0.1146;0.0319;0.0000;True;True;-0.3399;1.0900;0.3134;348.8581;273.7188;11.0064;-0.1768;0.1613;0.0010;0.0000;
21482;0.1131588;14.4448;1.5208;-0.0221;11.6481;264.6371;3.8062;True;True;0.2242;0.9007;0.3394;13.7337;40.2101;17.5236;-0.2297;-0.1121;0.0312;0.0000;True;True;-0.3420;1.0918;0.3132;348.5721;273.7672;10.9987;-0.2164;0.1890;-0.0245;0.0000;
21484;0.1398734;14.4446;1.5206;-0.0237;11.6821;263.8727;3.6558;True;True;0.2217;0.8998;0.3398;13.8810;40.2139;17.3574;-0.2586;-0.0845;0.0452;0.0000;True;True;-0.3442;1.0940;0.3128;348.2874;273.7714;11.1013;-0.2320;0.2214;-0.0438;0.0000;
21486;0.1670829;14.4444;1.5200;-0.0254;11.7058;263.1627;3.4672;True;True;0.2188;0.8989;0.3403;13.9088;40.0848;17.0996;-0.2906;-0.0859;0.0479;0.0000;True;True;-0.3468;1.0962;0.3122;347.7409;273.6502;11.2214;-0.2641;0.2255;-0.0737;0.0000;
21488;0.1947408;14.4441;1.5194;-0.0270;11.6785;262.4121;3.2858;True;True;0.2157;0.8977;0.3409;13.9770;39.8797;16.8309;-0.3161;-0.1353;0.0643;0.0000;True;True;-0.3498;1.0982;0.3116;346.9323;273.4479;11.3977;-0.3169;0.1797;-0.0387;0.0000;
21490;0.22547;14.4437;1.5188;-0.0289;11.6276;261.5309;3.2048;True;True;0.2122;0.8962;0.3414;13.9804;39.6379;16.8247;-0.3438;-0.1771;0.0488;0.0000;True;True;-0.3537;1.0993;0.3119;346.4063;273.2687;11.3772;-0.4193;0.0870;0.0502;0.0000;
21492;0.2502621;14.4432;1.5176;-0.0311;11.4411;260.3063;3.1398;True;True;0.2089;0.8936;0.3418;14.3994;39.2171;16.9528;-0.3296;-0.2810;0.0469;0.0000;True;True;-0.3582;1.0997;0.3129;346.4693;273.1109;11.1622;-0.4673;0.0217;0.1201;0.0000;
21494;0.2815779;14.4426;1.5152;-0.0337;11.2345;258.6143;3.1705;True;True;0.2066;0.8905;0.3430;15.2267;38.2956;16.8095;-0.1838;-0.3455;0.1815;0.0000;True;True;-0.3630;1.0997;0.3156;346.2544;272.3040;10.4983;-0.4988;-0.0092;0.3669;0.0000;
21496;0.3059692;14.4404;1.5130;-0.0371;11.5801;256.5291;3.7725;True;True;0.2064;0.8858;0.3472;15.0065;36.1947;17.2404;0.0789;-0.5359;0.5126;0.0000;True;True;-0.3693;1.0975;0.3249;344.7881;270.9903;9.9068;-0.7280;-0.3643;1.1396;0.0000;
21498;0.3341808;14.4344;1.5101;-0.0418;11.4157;254.1994;5.4397;True;True;0.2111;0.8745;0.3573;10.8444;33.4651;23.1128;0.6579;-1.4179;1.2551;0.0000;True;True;-0.3884;1.0870;0.3498;343.1315;270.0494;6.3225;-2.4185;-1.3463;2.9388;0.0000;
21500;0.3619083;14.4224;1.5032;-0.0488;10.0981;251.4952;6.9268;True;True;0.2274;0.8578;0.3737;10.5620;30.7202;31.3902;2.0135;-1.7438;1.7161;0.0000;True;True;-0.4308;1.0594;0.3928;350.3953;270.5677;1.4253;-4.6097;-3.0981;4.5686;0.0000;
21502;0.3905663;14.4056;1.4935;-0.0586;9.8980;249.3461;7.6173;True;True;0.2548;0.8472;0.3899;9.9544;29.4207;37.8068;2.9438;-0.7905;1.4519;0.0000;True;True;-0.4932;1.0112;0.4526;8.8977;272.9224;353.2603;-6.3811;-5.2556;6.1498;0.0000;
21504;0.419262;14.3839;1.4811;-0.0719;9.8644;247.6579;8.4276;True;True;0.2899;0.8474;0.3968;5.7828;30.4901;46.0940;3.8015;0.5051;0.3253;0.0000;True;True;-0.5537;0.9510;0.5081;36.9770;274.4592;343.8847;-5.6422;-5.8744;5.0931;0.0000;
21506;0.4439448;14.3599;1.4656;-0.0884;10.2535;245.9660;8.9921;True;True;0.3315;0.8613;0.3919;3.9269;34.6013;48.3050;4.2058;1.4018;-0.6560;0.0000;True;True;-0.5993;0.9239;0.5289;63.2735;271.6876;342.7848;-4.4551;-1.1665;1.1216;0.0000;
21508;0.4742334;14.3322;1.4469;-0.1081;8.4323;244.8746;7.5426;True;True;0.3661;0.8814;0.3671;4.0596;47.2457;43.6100;3.1024;1.9697;-2.8214;0.0000;True;True;-0.6625;0.9695;0.5432;22.7689;254.7756;320.4746;-6.1885;5.6839;1.9132;0.0000;
21510;0.5005044;14.3035;1.4283;-0.1305;5.6724;244.3309;5.8476;True;True;0.3881;0.8947;0.3283;4.1791;53.0216;38.5859;1.9022;1.0835;-4.2405;0.0000;True;True;-0.6952;1.0109;0.5833;337.6866;262.1156;305.7234;-2.4378;3.1649;4.3815;0.0000;
21512;0.5281938;14.2764;1.4097;-0.1533;3.9951;245.0652;5.1891;True;True;0.4024;0.8991;0.2791;0.3726;56.0675;44.3309;1.3313;0.2999;-5.1784;0.0000;True;True;-0.7049;1.0379;0.6387;314.0080;261.1512;299.0654;-0.3642;3.0876;6.1233;0.0000;
21514;0.5586016;14.2520;1.3899;-0.1767;2.9395;245.9121;5.8611;True;True;0.4142;0.9005;0.2197;357.2610;62.8446;53.1440;1.0832;0.1268;-6.0759;0.0000;True;True;-0.7283;1.0339;0.6869;352.7123;261.3520;345.9663;-1.8116;-1.3597;6.0756;0.0000;
21516;0.583412;14.2315;1.3717;-0.2000;1.8353;246.3629;4.5427;True;True;0.4195;0.9005;0.1543;355.3330;73.5637;58.1660;0.3303;0.0101;-6.5855;0.0000;True;True;-0.7162;1.0264;0.7517;5.8877;286.1342;355.8111;1.6666;-1.0303;5.6458;0.0000;
21518;0.6121688;14.2163;1.3545;-0.2228;1.2119;246.7942;2.5971;True;True;0.4140;0.8995;0.0917;354.3072;83.3754;62.1588;-0.9161;-0.1506;-6.0644;0.0000;True;True;-0.6714;1.0277;0.7875;14.1643;327.2001;9.0795;5.0332;0.1109;2.2310;0.0000;
21520;0.6413819;14.2064;1.3405;-0.2429;1.6266;246.8930;1.9654;True;True;0.3998;0.8990;0.0410;352.2822;88.9272;68.6277;-1.5527;-0.0022;-4.6902;0.0000;True;True;-0.6153;1.0325;0.7938;5.6128;359.9229;357.1000;5.3481;-0.2868;0.3715;0.0000;
21522;0.6667207;14.2005;1.3362;-0.2593;2.2735;246.7517;1.2501;True;True;0.3835;0.9009;0.0038;352.2007;95.3727;69.6918;-1.5576;0.1932;-3.5237;0.0000;True;True;-0.5774;0.9975;0.7999;13.8438;14.3125;344.8193;3.1974;-4.4057;0.6217;0.0000;
21524;0.6946589;14.2001;1.3381;-0.2706;2.8694;247.1007;0.6541;True;True;0.3672;0.9036;-0.0123;353.8218;99.6438;64.7604;-1.6106;0.2974;-1.2587;0.0000;True;True;-0.5675;0.9339;0.8070;29.9411;1.1363;307.8400;-0.0410;-6.1038;0.6967;0.0000;
21526;0.7216527;14.2045;1.3468;-0.2766;3.7065;247.6259;359.9479;True;True;0.3533;0.9032;-0.0166;352.2330;102.9681;57.2419;-1.3162;-0.2023;-0.4483;0.0000;True;True;-0.6046;0.8898;0.8145;20.2384;330.5576;266.3625;-3.8480;-2.8495;0.4508;0.0000;
21528;0.7518983;14.2135;1.3608;-0.2776;3.8304;248.6726;358.1165;True;True;0.3413;0.8943;-0.0114;354.7486;106.4066;48.9370;-1.1894;-1.0027;0.6988;0.0000;True;True;-0.6235;0.8905;0.8228;352.1147;328.0378;252.6674;-1.1813;1.3874;1.2140;0.0000;
21530;0.776776;14.2247;1.3785;-0.2731;3.4759;251.5230;356.3072;True;True;0.3286;0.8759;0.0145;359.4403;101.6794;48.6845;-1.3870;-1.7006;2.7426;0.0000;True;True;-0.6209;0.9445;0.7846;327.9066;278.5314;326.7009;-0.2965;7.1162;-8.7809;0.0000;
21532;0.8051391;14.2382;1.3965;-0.2636;3.3176;256.4831;354.8685;True;True;0.3147;0.8610;0.0486;2.2687;94.1029;51.4668;-1.3277;-1.3678;3.5617;0.0000;True;True;-0.6305;0.8877;0.7218;22.3133;260.4502;355.3470;1.0988;-7.6714;-2.4089;0.0000;
21534;0.8334404;14.2544;1.4155;-0.2485;3.7222;263.9227;354.9452;True;True;0.3002;0.8509;0.0879;5.5440;86.9838;49.1493;-1.5120;-0.8300;4.2729;0.0000;True;True;-0.5800;0.8681;0.6959;29.1311;270.8835;336.4714;5.9346;-1.8325;-2.7105;0.0000;
21536;0.8623119;14.2735;1.4334;-0.2297;4.5785;273.1174;355.1109;True;True;0.2852;0.8423;0.1300;9.5989;81.3747;43.5186;-1.5292;-0.7889;4.3560;0.0000;True;True;-0.5282;0.8632;0.6659;7.9090;293.6432;328.8264;5.0153;-0.5305;-3.5484;0.0000;
21538;0.8888744;14.2958;1.4467;-0.2090;5.5756;283.3568;355.7184;True;True;0.2687;0.8348;0.1742;13.3471;75.3745;39.5629;-1.6469;-0.7862;4.3602;0.0000;True;True;-0.4728;0.8571;0.6154;347.6046;312.7949;317.4521;5.4382;-0.7402;-5.4034;0.0000;
21540;0.9192009;14.3204;1.4566;-0.1881;6.4039;293.8904;357.3831;True;True;0.2495;0.8255;0.2173;17.1600;69.9031;38.4093;-2.0606;-0.9836;4.2540;0.0000;True;True;-0.4349;0.8492;0.5654;343.5531;326.0228;313.5287;3.1407;-0.7048;-4.6011;0.0000;
21542;0.9440884;14.3447;1.4650;-0.1684;5.9298;303.5432;359.3852;True;True;0.2227;0.8153;0.2571;20.3146;65.5263;38.8342;-2.9617;-1.0343;3.8692;0.0000;True;True;-0.4126;0.8474;0.5257;345.8059;324.8366;318.8251;2.2313;-0.1568;-3.7808;0.0000;
21544;0.9717129;14.3671;1.4735;-0.1511;5.1342;311.4599;0.5794;True;True;0.1893;0.8039;0.2899;23.3305;55.8099;41.5977;-3.3783;-1.1347;3.0340;0.0000;True;True;-0.3989;0.8502;0.5001;349.4702;323.3866;324.8356;0.7998;0.4758;-2.0789;0.0000;
