Frame;Tiempo;ID_Bola;Estatus;Posicion_Bola_x;Posicion_Bola_y;Posicion_Bola_z
6090;0.3658;1;En movimiento;9.9674;1.1714;4.1476
6095;0.4354;1;En movimiento;10.4476;1.1849;3.8933
6100;0.5151;1;En movimiento;10.8503;1.1716;3.6802
6105;0.5900;1;En movimiento;11.2418;1.1796;3.4730
6110;0.6614;1;En movimiento;11.6166;1.1777;3.2745
6115;0.7320;1;En movimiento;11.9800;1.1756;3.0822
6120;0.8019;1;En movimiento;12.3432;1.1735;2.8899
6125;0.8720;1;En movimiento;12.7049;1.1715;2.6985
6130;0.9417;1;En movimiento;13.0679;1.1696;2.5063
6135;1.0116;1;En movimiento;13.4287;1.1677;2.3153
6140;1.0807;1;En movimiento;13.7868;1.1658;2.1258
6145;1.1507;1;En movimiento;14.1491;1.1641;1.9340
6150;1.2206;1;En movimiento;14.5142;1.1625;1.7407
6155;1.2908;1;En movimiento;14.8739;1.1608;1.5503
6160;1.3604;1;En movimiento;15.2350;1.1592;1.3591
6165;1.4304;1;En movimiento;15.4684;1.1961;1.1679
6168;1.4718;1;Gol;19.0000;-2.1637;0.0000
6290;3.1709;2;En movimiento;17.6300;0.0611;0.0000
6295;3.2407;2;En movimiento;8.0486;1.1797;0.4838
6300;3.3103;2;En movimiento;8.4682;1.1977;0.4906
6305;3.3798;2;En movimiento;8.8869;1.2259;0.4975
6310;3.4495;2;En movimiento;9.3050;1.2473;0.5043
6315;3.5190;2;En movimiento;9.7229;1.2688;0.5111
6320;3.5885;2;En movimiento;10.1426;1.2709;0.5180
6325;3.6583;2;En movimiento;10.5606;1.2892;0.5248
6330;3.7278;2;En movimiento;10.9798;1.3076;0.5316
6335;3.7974;2;En movimiento;11.3990;1.3261;0.5385
6340;3.8674;2;En movimiento;11.8167;1.3445;0.5453
6345;3.9372;2;En movimiento;12.2346;1.3630;0.5521
6350;4.0070;2;En movimiento;12.6549;1.3818;0.5589
6355;4.0768;2;En movimiento;13.0749;1.4006;0.5658
6360;4.1465;2;En movimiento;13.4936;1.4194;0.5726
6365;4.2165;2;En movimiento;13.9137;1.4383;0.5795
6368;4.2579;2;Parada;14.2481;1.5555;0.5849
6515;6.3059;3;En movimiento;7.9521;1.1825;0.6092
6520;6.3757;3;En movimiento;8.3181;1.2012;0.6147
6525;6.4455;3;En movimiento;8.6860;1.2202;0.6202
6530;6.5150;3;En movimiento;9.0480;1.2387;0.6256
6535;6.5845;3;En movimiento;9.4151;1.2738;0.6310
6540;6.6541;3;En movimiento;9.7784;1.2959;0.6365
6545;6.7238;3;En movimiento;10.1432;1.3182;0.6419
6550;6.7932;3;En movimiento;10.5084;1.3152;0.6473
6555;6.8632;3;En movimiento;10.8732;1.3343;0.6528
6560;6.9332;3;En movimiento;11.2357;1.3533;0.6582
6565;7.0025;3;En movimiento;11.6005;1.3725;0.6636
6570;7.0720;3;En movimiento;11.9651;1.3918;0.6691
6575;7.1416;3;En movimiento;12.3300;1.4111;0.6745
6580;7.2118;3;En movimiento;12.6967;1.4307;0.6800
6585;7.2806;3;En movimiento;13.0606;1.4501;0.6854
6590;7.3505;3;En movimiento;13.4242;1.4696;0.6909
6595;7.4204;3;En movimiento;13.7911;1.4894;0.6963
6599;7.4760;3;Parada;14.1559;1.5662;0.7018
6725;9.2308;4;En movimiento;5.1020;1.1578;-0.2435
6730;9.3005;4;En movimiento;5.4992;1.1573;-0.2810
6735;9.3701;4;En movimiento;5.8935;1.1569;-0.3182
6740;9.4400;4;En movimiento;6.2887;1.1566;-0.3555
6745;9.5098;4;En movimiento;6.6841;1.1725;-0.3928
6750;9.5793;4;En movimiento;7.0806;1.1757;-0.4302
6755;9.6482;4;En movimiento;7.4733;1.1568;-0.4673
6760;9.7178;4;En movimiento;7.8698;1.1568;-0.5047
6765;9.7879;4;En movimiento;8.2625;1.1567;-0.5418
6770;9.8575;4;En movimiento;8.6568;1.1568;-0.5790
6775;9.9272;4;En movimiento;9.0531;1.1570;-0.6164
6780;9.9966;4;En movimiento;9.4479;1.1572;-0.6536
6785;10.0663;4;En movimiento;9.8432;1.1575;-0.6909
