Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
12850;0;14.5882;1.6835;-0.0041;2.5398;259.5009;1.2505;True;True;0.2516;1.3094;0.1638;353.8117;22.7127;334.3133;50.3218;261.8872;32.7515;0.0000;True;True;-0.3209;1.3532;0.1286;340.0932;321.1668;29.6530;-64.1839;270.6436;25.7283;0.0000;
12855;0.0695475;14.5938;1.6817;-0.0071;3.0490;259.1299;1.5187;True;True;0.2533;1.3099;0.1593;353.6956;23.5537;334.6091;0.1371;0.0609;-0.1710;0.0000;True;True;-0.3233;1.3495;0.1202;340.2307;320.6620;29.9732;-0.1236;-0.1178;-0.2829;0.0000;
12860;0.1391477;14.5984;1.6812;-0.0087;3.1018;259.2469;1.7890;True;True;0.2586;1.3133;0.1547;352.9763;25.1223;334.6770;0.2471;0.1556;-0.1568;0.0000;True;True;-0.3268;1.3473;0.1148;339.8632;319.7228;30.2524;-0.2000;-0.0772;-0.1722;0.0000;
12865;0.2109315;14.6016;1.6803;-0.0087;3.2404;259.7144;2.0110;True;True;0.2655;1.3175;0.1514;352.3280;26.8689;334.8240;0.2313;0.1603;-0.1036;0.0000;True;True;-0.3291;1.3464;0.1138;340.3909;319.1749;31.4384;0.0069;0.0663;0.0516;0.0000;
12870;0.2766863;14.6026;1.6801;-0.0089;3.3732;260.3481;2.1026;True;True;0.2706;1.3210;0.1495;351.7306;27.5785;334.9728;0.1592;0.1188;-0.0420;0.0000;True;True;-0.3294;1.3477;0.1154;340.5502;318.6002;32.8540;0.0583;0.1048;0.1134;0.0000;
12875;0.3470013;14.6001;1.6795;-0.0078;3.4161;261.1098;1.8517;True;True;0.2749;1.3224;0.1498;350.5292;28.8283;336.0587;0.2748;0.0226;0.0131;0.0000;True;True;-0.3267;1.3495;0.1210;339.4981;319.4582;32.2249;0.1419;0.0303;0.2839;0.0000;
12880;0.4189771;14.5938;1.6787;-0.0008;3.7581;264.4880;1.1375;True;True;0.2901;1.3235;0.1482;348.5013;33.7775;338.1658;0.7157;0.0423;-0.1182;0.0000;True;True;-0.3220;1.3495;0.1306;338.5221;320.4828;30.9200;0.1668;-0.0278;0.4674;0.0000;
12885;0.4860927;14.5830;1.6777;0.0112;3.0289;268.7376;359.8209;True;True;0.3152;1.3278;0.1429;344.2962;39.1831;341.0385;1.3974;0.3477;-0.2968;0.0000;True;True;-0.3147;1.3476;0.1446;336.0937;320.3215;27.5628;0.5340;0.0880;0.6133;0.0000;
12890;0.5549778;14.5729;1.6729;0.0431;2.4998;282.6484;359.7857;True;True;0.3698;1.3414;0.1294;338.5650;52.4165;342.5732;2.5970;0.6170;-0.7492;0.0000;True;True;-0.2977;1.3421;0.1650;332.0022;322.4889;24.6471;0.7615;-0.3154;0.8686;0.0000;
12895;0.6246267;14.5659;1.6521;0.0749;2.1148;287.1386;0.5719;True;True;0.4353;1.3540;0.1122;332.1553;63.8419;340.5223;2.4820;0.3178;-0.6704;0.0000;True;True;-0.2674;1.3340;0.1883;328.5764;325.6095;20.8928;1.3699;-0.3386;0.7763;0.0000;
12900;0.6954728;14.5589;1.6244;0.1095;2.3583;284.7172;0.9849;True;True;0.4888;1.3531;0.1078;318.2888;72.3715;344.5519;2.2951;-0.1537;-0.0417;0.0000;True;True;-0.2307;1.3218;0.2007;326.4024;325.0702;20.6657;1.5825;-0.4620;0.2081;0.0000;
12905;0.7635972;14.5544;1.5981;0.1297;2.8196;275.9972;1.9007;True;True;0.5218;1.3484;0.1091;309.6116;80.5075;339.3234;0.7305;-0.4428;0.4702;0.0000;True;True;-0.1975;1.3134;0.1930;322.3769;326.9449;25.2716;0.9773;-0.4687;-0.7134;0.0000;
12910;0.832865;14.5493;1.5843;0.1271;0.2521;265.8095;359.6973;True;True;0.5159;1.3394;0.1377;315.1890;72.8658;340.0833;-1.4791;0.0435;0.7557;0.0000;True;True;-0.2051;1.3067;0.1813;328.9888;310.7114;43.8891;-0.3315;0.7096;-0.4162;0.0000;
12915;0.9026641;14.5528;1.5785;0.1271;2.7564;269.1913;2.0853;True;True;0.4749;1.3475;0.1507;305.3132;71.8394;336.5121;-0.7217;0.5711;0.6780;0.0000;True;True;-0.2071;1.3234;0.1599;318.2863;309.1516;36.3732;-0.0509;0.5115;-0.6857;0.0000;
12920;0.9718671;14.5571;1.5816;0.1265;0.1509;273.8401;1.0181;True;True;0.4478;1.3588;0.1568;308.4914;73.7766;328.8611;-0.9554;0.4495;0.0078;0.0000;True;True;-0.2146;1.3274;0.1504;320.3837;310.0824;36.2696;0.3505;0.1954;-0.3933;0.0000;
12925;1.040125;14.5606;1.5857;0.1391;0.6726;285.5667;1.3247;True;True;0.4598;1.3751;0.1409;309.9473;81.7365;324.2840;1.2079;0.7757;-1.2375;0.0000;True;True;-0.2027;1.3295;0.1633;310.1525;312.1716;29.3071;0.4726;0.1028;1.1493;0.0000;
12930;1.10972;14.5652;1.5831;0.1590;0.8705;289.8761;1.2092;True;True;0.4973;1.3969;0.1011;307.7230;92.1083;318.7942;1.9729;0.8564;-1.9053;0.0000;True;True;-0.1866;1.3321;0.1870;320.5469;318.0960;37.3793;1.0394;0.1516;0.9502;0.0000;
12935;1.179937;14.5733;1.5746;0.1989;0.7784;292.2281;1.3125;True;True;0.5700;1.4130;0.0580;308.7993;103.6703;312.7483;3.1689;0.5022;-1.5488;0.0000;True;True;-0.1553;1.3365;0.2023;320.1167;319.6130;35.5863;1.3542;0.1877;0.3578;0.0000;
12940;1.249248;14.5816;1.5636;0.2485;0.3317;291.8986;1.7602;True;True;0.6384;1.4135;0.0294;307.1702;113.6862;308.4080;2.7182;-0.4003;-0.7588;0.0000;True;True;-0.1156;1.3370;0.2010;320.6647;319.1294;36.0293;1.6973;-0.0923;-0.4096;0.0000;
12945;1.320095;14.5820;1.5572;0.2686;1.0498;280.3276;2.1183;True;True;0.6802;1.3928;0.0311;309.9018;115.7840;309.4391;0.5593;-1.3096;0.8739;0.0000;True;True;-0.0856;1.3402;0.1763;316.2823;320.7074;39.4961;0.2963;0.1715;-1.4664;0.0000;
12950;1.388024;14.5751;1.5613;0.2400;357.9710;256.8531;4.6291;True;True;0.6660;1.3645;0.0822;309.4171;94.1536;320.8037;-1.4833;-0.8118;2.5473;0.0000;True;True;-0.1214;1.3556;0.1297;318.1073;307.4147;46.5643;-2.5014;0.7298;-2.0309;0.0000;
12955;1.457513;14.5855;1.5532;0.2026;1.6728;244.2512;5.8637;True;True;0.6060;1.3566;0.1332;308.5722;73.1113;326.6079;-2.5208;0.0908;1.8212;0.0000;True;True;-0.1957;1.4008;0.0711;319.6564;299.1364;47.7613;-3.5838;2.6247;-2.4268;0.0000;
12960;1.526843;14.5938;1.5585;0.1522;0.8632;244.5925;6.2792;True;True;0.5374;1.3688;0.1590;320.1088;59.2598;323.5142;-3.2982;0.6705;0.4311;0.0000;True;True;-0.3082;1.4756;0.0151;317.5420;282.2394;53.1598;-4.7217;3.4286;-2.0238;0.0000;
