Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
5545;0;14.6905;1.5843;-0.0098;357.2315;255.5412;3.9521;True;True;0.3339;1.3989;0.1076;326.9468;40.4339;331.8472;66.7802;279.7864;21.5294;0.0000;True;True;-0.3086;1.4313;-0.0105;340.5778;276.0814;48.1372;-61.7287;286.2556;-2.0955;0.0000;
5550;0.3655488;14.6898;1.5752;0.0372;359.5491;252.0130;3.0475;True;True;0.3304;1.3941;0.1088;326.1169;41.3980;331.4572;-0.0037;-0.1240;-0.1550;0.0000;True;True;-0.3040;1.4284;-0.0130;340.8614;276.3818;47.9465;0.1754;-0.0270;0.2730;0.0000;
5555;0.4384531;14.6877;1.5750;0.0471;358.7971;260.9290;3.4979;True;True;0.3324;1.3911;0.1038;327.5768;42.5623;329.0933;0.0595;-0.1129;-0.2982;0.0000;True;True;-0.2997;1.4277;-0.0048;339.8364;278.2522;47.1464;0.1337;-0.0124;0.3762;0.0000;
5560;0.5171114;14.6875;1.5760;0.0470;358.4568;264.0387;3.7005;True;True;0.3307;1.3903;0.0955;327.7123;45.3334;327.6921;-0.2281;0.0037;-0.3865;0.0000;True;True;-0.2984;1.4292;0.0050;338.8883;278.9454;46.2132;0.0137;0.1263;0.4116;0.0000;
5565;0.5907351;14.6868;1.5787;0.0412;357.6988;262.0533;3.3112;True;True;0.3235;1.3909;0.0906;325.4206;46.5071;328.9692;-0.3266;0.0168;-0.0549;0.0000;True;True;-0.2976;1.4326;0.0157;338.6305;279.5622;45.7604;0.1544;0.1957;0.4694;0.0000;
5570;0.661562;14.6845;1.5803;0.0341;356.8315;257.6594;3.3678;True;True;0.3111;1.3910;0.0935;324.2230;47.3036;330.3695;-0.7112;0.0065;0.1805;0.0000;True;True;-0.2881;1.4374;0.0271;334.3977;276.6581;42.4821;0.4001;0.1203;0.3817;0.0000;
5575;0.7338155;14.6848;1.5808;0.0210;354.8497;245.9523;4.2502;True;True;0.2829;1.3947;0.0974;318.3681;48.4377;335.0360;-1.4145;0.1579;0.0596;0.0000;True;True;-0.2860;1.4431;0.0185;328.6348;262.5429;43.5531;-0.1969;0.4843;-1.3255;0.0000;
5580;0.8017052;14.6869;1.5795;0.0159;353.6198;232.7928;4.0793;True;True;0.2451;1.3994;0.1002;311.4676;41.8805;334.6396;-1.4400;0.1894;0.2583;0.0000;True;True;-0.2944;1.4536;-0.0221;327.1292;232.5838;56.7501;-0.5756;0.4156;-1.5137;0.0000;
5585;0.871844;14.6829;1.5745;0.0167;353.9462;230.3429;4.1424;True;True;0.1899;1.4119;0.1093;306.0552;39.5662;333.3179;-2.7401;0.6071;0.4029;0.0000;True;True;-0.2928;1.4703;-0.0389;326.8869;232.0883;56.2422;0.5576;0.6384;-0.0685;0.0000;
5590;0.941559;14.6761;1.5638;0.0095;354.1829;231.5709;3.8337;True;True;0.1263;1.4212;0.1160;298.2651;34.1511;333.3159;-2.2704;0.1352;0.2795;0.0000;True;True;-0.2997;1.4788;-0.0389;318.5564;219.2881;65.0515;-1.3992;0.6153;0.1988;0.0000;
5595;1.01187;14.6731;1.5590;-0.0186;353.2183;229.8939;3.3891;True;True;0.0752;1.4243;0.1304;299.8547;25.4591;334.8017;-1.9341;0.0348;0.4456;0.0000;True;True;-0.3768;1.5143;-0.0302;322.7778;216.2194;58.5258;-3.9600;1.7991;0.6509;0.0000;
5600;1.081333;14.6731;1.5559;-0.0666;352.8216;227.1027;2.9000;True;True;0.0306;1.4160;0.1346;299.5779;26.1269;335.0898;-1.7156;-0.4582;0.1273;0.0000;True;True;-0.4701;1.5510;-0.0189;326.5741;212.5111;54.8772;-3.4891;1.4945;0.8765;0.0000;
5605;1.151003;14.6698;1.5530;-0.1264;350.2674;226.7958;2.6483;True;True;-0.0053;1.3986;0.1404;303.0654;25.6420;337.1426;-1.1784;-0.8743;0.1200;0.0000;True;True;-0.5308;1.5853;0.0075;324.0912;205.0687;57.5486;-1.3211;1.3739;1.3609;0.0000;
5610;1.220383;14.6623;1.5602;-0.1896;350.0695;228.3473;2.9297;True;True;-0.0309;1.3788;0.1443;303.8862;30.4554;342.0906;-0.7405;-0.6179;0.3178;0.0000;True;True;-0.5549;1.6429;0.0721;311.1518;188.5404;68.9630;-0.8474;2.6052;3.6219;0.0000;
