Frame;Tiempo;ID_Bola;Estatus;Posicion_Bola_x;Posicion_Bola_y;Posicion_Bola_z
1725;0.3150;1;En movimiento;9.8580;1.1714;-4.5128
1730;0.4080;1;En movimiento;10.2411;1.1608;-4.2859
1735;0.4880;1;En movimiento;10.5791;1.1530;-4.0857
1740;0.5622;1;En movimiento;10.9053;1.1458;-3.8925
1745;0.6338;1;En movimiento;11.2179;1.1393;-3.7073
1750;0.7046;1;En movimiento;11.5234;1.1327;-3.5263
1755;0.7745;1;En movimiento;11.8271;1.1262;-3.3464
1760;0.8446;1;En movimiento;12.1296;1.1198;-3.1673
1765;0.9144;1;En movimiento;12.4325;1.1134;-2.9878
1770;0.9840;1;En movimiento;12.7334;1.1071;-2.8096
1775;1.0539;1;En movimiento;13.0362;1.1009;-2.6303
1780;1.1234;1;En movimiento;13.3366;1.0947;-2.4523
1785;1.1933;1;En movimiento;13.6417;1.0886;-2.2716
1790;1.2630;1;En movimiento;13.9423;1.0825;-2.0935
1795;1.3326;1;En movimiento;14.2451;1.0766;-1.9142
1800;1.4024;1;En movimiento;14.5452;1.0706;-1.7364
1805;1.4720;1;En movimiento;14.8476;1.0648;-1.5573
1810;1.5418;1;En movimiento;15.1513;1.1171;-1.3774
1815;1.6112;1;En movimiento;15.4507;1.1144;-1.2001
1820;1.6805;1;En movimiento;19.0000;-2.1909;0.0000
1820;1.6805;1;Gol;19.0000;-2.1909;0.0000
1975;3.8401;2;En movimiento;8.0050;1.1490;-3.4937
1980;3.9097;2;En movimiento;8.3112;1.1422;-3.3030
1985;3.9800;2;En movimiento;8.6193;1.1355;-3.1110
1990;4.0497;2;En movimiento;8.9272;1.1289;-2.9192
1995;4.1192;2;En movimiento;9.2351;1.1223;-2.7274
2000;4.1889;2;En movimiento;9.5430;1.1158;-2.5355
2005;4.2589;2;En movimiento;9.8509;1.1094;-2.3437
2010;4.3283;2;En movimiento;10.1593;1.1031;-2.1516
2015;4.3981;2;En movimiento;10.4671;1.0968;-1.9599
2020;4.4678;2;En movimiento;10.7756;1.0906;-1.7677
2025;4.5375;2;En movimiento;11.0817;1.0844;-1.5770
2030;4.6069;2;En movimiento;11.3896;1.1158;-1.3852
2035;4.6766;2;En movimiento;11.6972;1.1129;-1.1935
2040;4.7461;2;En movimiento;12.0036;1.1101;-1.0026
2045;4.8153;2;En movimiento;12.3115;1.0611;-0.8108
2050;4.8850;2;En movimiento;12.6188;1.0553;-0.6194
2055;4.9546;2;En movimiento;12.9264;1.0495;-0.4278
