Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
5237;0.3333;14.3329;1.3220;0.0399;15.1601;252.3518;357.2762;True;True;14.0597;0.6308;0.2896;38.0329;305.1209;16.4534;570.5245;25.5972;11.7512;0.0000;True;True;13.9552;0.7441;-0.2769;29.0261;207.1917;0.3141;566.2809;30.1957;-11.2368;0.0000;-1;;0.0000;0.0000;0.0000
5238;0.3580;14.3322;1.3252;0.0403;14.5466;252.2935;357.3770;True;True;14.0599;0.6317;0.2915;38.0292;305.5662;16.4843;0.0252;0.1635;0.3648;0.0000;True;True;13.9533;0.7448;-0.2744;29.1166;207.3129;359.8909;-0.3448;0.1251;0.4786;0.0000;-1;;0.0000;0.0000;0.0000
5239;0.3633;14.3319;1.3306;0.0399;12.8508;251.8697;357.4073;True;True;14.0602;0.6329;0.2932;38.2558;306.2773;16.4090;0.0339;0.1411;0.1889;0.0000;True;True;13.9512;0.7450;-0.2711;29.0367;207.7238;359.4500;-0.2373;0.0272;0.3715;0.0000;-1;;0.0000;0.0000;0.0000
5240;0.3722;14.3319;1.3362;0.0393;10.9547;251.4455;357.5445;True;True;14.0605;0.6340;0.2945;38.7048;306.5450;16.1387;0.0079;0.0273;0.0344;0.0000;True;True;13.9493;0.7454;-0.2685;28.9541;208.1123;359.3761;-0.0499;0.0097;0.0670;0.0000;-1;;0.0000;0.0000;0.0000
5241;0.4101;14.3320;1.3419;0.0380;8.3974;250.4966;357.6421;True;True;14.0608;0.6349;0.2954;39.1600;306.8286;15.8452;0.0252;0.0716;0.0613;0.0000;True;True;13.9478;0.7461;-0.2666;28.8992;208.4168;359.4485;-0.1104;0.0542;0.1384;0.0000;-1;;0.0000;0.0000;0.0000
5242;0.4237;14.3325;1.3475;0.0363;6.1313;249.2462;357.5406;True;True;14.0609;0.6358;0.2960;39.5731;306.8238;15.3772;0.0028;0.0618;0.0458;0.0000;True;True;13.9463;0.7467;-0.2650;28.7494;208.4924;359.5046;-0.1121;0.0378;0.1165;0.0000;-1;;0.0000;0.0000;0.0000
5243;0.4377;14.3329;1.3509;0.0342;3.8037;247.9270;357.2212;True;True;14.0610;0.6367;0.2964;39.8179;306.9741;15.2637;0.0072;0.0596;0.0295;0.0000;True;True;13.9449;0.7468;-0.2636;28.8332;208.6158;359.5938;-0.0999;0.0112;0.1003;0.0000;-1;;0.0000;0.0000;0.0000
5244;0.4518;14.3330;1.3528;0.0326;1.9164;246.8150;356.8750;True;True;14.0609;0.6372;0.2966;40.0545;307.3414;15.1708;-0.0046;0.0415;0.0133;0.0000;True;True;13.9435;0.7468;-0.2624;29.1349;208.6117;359.5635;-0.0979;0.0005;0.0807;0.0000;-1;;0.0000;0.0000;0.0000
5245;0.4661;14.3328;1.3546;0.0309;1.2507;245.8614;356.6085;True;True;14.0606;0.6372;0.2963;40.4870;307.5134;14.7219;-0.0177;-0.0036;-0.0214;0.0000;True;True;13.9422;0.7463;-0.2616;29.5538;208.7286;0.0027;-0.0778;-0.0324;0.0497;0.0000;-1;;0.0000;0.0000;0.0000
5246;0.4822;14.3316;1.3554;0.0288;1.6604;245.2150;356.4634;True;True;14.0605;0.6366;0.2956;40.9153;307.5858;14.3489;-0.0079;-0.0335;-0.0380;0.0000;True;True;13.9410;0.7455;-0.2611;30.2245;208.9315;0.5078;-0.0736;-0.0517;0.0297;0.0000;-1;;0.0000;0.0000;0.0000
5247;0.4986;14.3304;1.3550;0.0269;2.3705;244.9664;356.2485;True;True;14.0600;0.6352;0.2942;41.3550;307.6825;14.5340;-0.0324;-0.0860;-0.0857;0.0000;True;True;13.9399;0.7446;-0.2611;30.8269;209.1185;0.8214;-0.0677;-0.0533;0.0054;0.0000;-1;;0.0000;0.0000;0.0000
5248;0.5148;14.3289;1.3542;0.0252;3.5249;245.0981;355.9564;True;True;14.0589;0.6338;0.2926;41.5822;308.0517;15.4987;-0.0632;-0.0851;-0.0986;0.0000;True;True;13.9384;0.7438;-0.2617;31.0237;209.2001;0.5582;-0.0866;-0.0490;-0.0380;0.0000;-1;;0.0000;0.0000;0.0000
5249;0.5316;14.3270;1.3531;0.0234;4.7070;245.5597;355.7284;True;True;14.0570;0.6327;0.2907;41.4729;308.5014;16.8867;-0.1291;-0.0778;-0.1311;0.0000;True;True;13.9366;0.7431;-0.2629;31.0348;209.2300;0.0183;-0.1226;-0.0466;-0.0816;0.0000;-1;;0.0000;0.0000;0.0000
5250;0.5463;14.3245;1.3519;0.0218;5.7175;246.1236;355.7341;True;True;14.0550;0.6319;0.2888;41.0310;309.1750;18.2715;-0.1286;-0.0507;-0.1188;0.0000;True;True;13.9348;0.7425;-0.2647;31.0097;209.0308;359.3138;-0.1198;-0.0365;-0.1142;0.0000;-1;;0.0000;0.0000;0.0000
5251;0.5617;14.3218;1.3501;0.0200;5.8833;246.8987;355.8126;True;True;14.0528;0.6311;0.2869;40.4282;310.0382;19.0220;-0.1548;-0.0533;-0.1326;0.0000;True;True;13.9328;0.7424;-0.2672;31.2399;208.8115;358.7861;-0.1369;-0.0122;-0.1757;0.0000;-1;;0.0000;0.0000;0.0000
5252;0.5762;14.3199;1.3492;0.0187;5.5093;247.7198;355.8034;True;True;14.0504;0.6299;0.2848;40.2495;310.5358;18.6288;-0.1630;-0.0801;-0.1434;0.0000;True;True;13.9305;0.7426;-0.2706;31.5325;209.1023;358.9136;-0.1564;0.0131;-0.2307;0.0000;-1;;0.0000;0.0000;0.0000
5253;0.5910;14.3187;1.3500;0.0172;4.8087;248.6369;355.7008;True;True;14.0471;0.6285;0.2824;40.5402;310.6441;17.5466;-0.2221;-0.1016;-0.1667;0.0000;True;True;13.9280;0.7432;-0.2747;31.3966;209.5525;359.4574;-0.1720;0.0458;-0.2831;0.0000;-1;;0.0000;0.0000;0.0000
5254;0.6056;14.3172;1.3525;0.0157;3.8916;249.5367;355.5704;True;True;14.0433;0.6273;0.2794;40.9186;310.6636;16.4662;-0.2597;-0.0763;-0.1993;0.0000;True;True;13.9251;0.7443;-0.2797;30.7460;209.4815;359.8483;-0.1963;0.0762;-0.3394;0.0000;-1;;0.0000;0.0000;0.0000
5255;0.6202;14.3150;1.3562;0.0136;1.9363;250.3692;355.5125;True;True;14.0402;0.6269;0.2762;40.9616;310.7883;15.7715;-0.2110;-0.0286;-0.2189;0.0000;True;True;13.9224;0.7455;-0.2844;30.3086;208.9760;359.7521;-0.1807;0.0801;-0.3192;0.0000;-1;;0.0000;0.0000;0.0000
5256;0.6350;14.3133;1.3592;0.0112;358.5508;251.2406;355.5096;True;True;14.0382;0.6269;0.2724;40.5516;310.9101;15.1376;-0.1405;-0.0036;-0.2688;0.0000;True;True;13.9202;0.7470;-0.2892;30.3186;208.7357;359.8286;-0.1555;0.1052;-0.3344;0.0000;-1;;0.0000;0.0000;0.0000
5257;0.6492;14.3140;1.3634;0.0096;355.8562;251.7351;355.4620;True;True;14.0370;0.6267;0.2680;40.1361;310.9612;14.4038;-0.0831;-0.0129;-0.3147;0.0000;True;True;13.9187;0.7487;-0.2941;30.5315;209.2413;0.6598;-0.1093;0.1207;-0.3527;0.0000;-1;;0.0000;0.0000;0.0000
5258;0.6631;14.3155;1.3673;0.0074;353.3161;251.9176;355.5319;True;True;14.0367;0.6262;0.2629;40.1826;310.7886;13.5210;-0.0235;-0.0340;-0.3495;0.0000;True;True;13.9178;0.7509;-0.2991;30.5836;210.0555;1.6387;-0.0643;0.1511;-0.3456;0.0000;-1;;0.0000;0.0000;0.0000
5259;0.6777;14.3179;1.3718;0.0048;351.0987;251.3995;355.7393;True;True;14.0364;0.6256;0.2578;40.6682;310.3775;12.8169;-0.0182;-0.0423;-0.3495;0.0000;True;True;13.9169;0.7538;-0.3047;30.2782;210.6974;2.0680;-0.0587;0.1964;-0.3830;0.0000;-1;;0.0000;0.0000;0.0000
5260;0.6922;14.3208;1.3759;0.0015;349.0710;250.4764;355.9995;True;True;14.0363;0.6256;0.2525;41.1388;310.2654;12.6232;-0.0085;-0.0006;-0.3867;0.0000;True;True;13.9166;0.7574;-0.3112;29.6862;210.5335;1.8555;-0.0230;0.2652;-0.4757;0.0000;-1;;0.0000;0.0000;0.0000
