Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
3279;0.0136;14.5699;1.5940;0.0289;12.4069;267.3217;356.7159;True;True;14.3386;1.2934;0.2196;344.3303;308.5469;355.1094;43.0157;3.8802;0.6588;0.0000;True;True;14.3663;1.2697;-0.0635;333.8349;240.5867;3.0207;43.0989;3.8091;-0.1904;0.0000;-1;;0.0000;0.0000;0.0000
3280;0.3469;14.5939;1.5878;0.0399;10.8067;266.4092;357.4682;True;True;14.3538;1.2935;0.2192;342.8435;306.3587;355.2851;0.9299;0.0073;-0.0262;0.0000;True;True;14.3881;1.2660;-0.0620;334.0158;237.1152;5.0375;1.3313;-0.2255;0.0921;0.0000;-1;;0.0000;0.0000;0.0000
3281;0.3633;14.6003;1.5856;0.0431;10.8479;266.2793;357.6267;True;True;14.3582;1.2928;0.2195;342.1964;305.3442;355.6774;0.9653;-0.1513;0.0815;0.0000;True;True;14.3941;1.2641;-0.0606;334.0508;236.1631;5.6313;1.3242;-0.4153;0.2974;0.0000;-1;;0.0000;0.0000;0.0000
3282;0.3678;14.6068;1.5827;0.0465;11.7867;266.2167;357.4605;True;True;14.3637;1.2904;0.2218;341.6086;303.5314;356.2100;0.6247;-0.2690;0.2548;0.0000;True;True;14.4017;1.2606;-0.0575;334.0517;236.1279;6.1025;0.8526;-0.4030;0.3495;0.0000;-1;;0.0000;0.0000;0.0000
3283;0.3767;14.6123;1.5805;0.0496;12.7209;266.0435;357.4138;True;True;14.3683;1.2883;0.2241;341.7365;302.9138;356.6583;0.1208;-0.0559;0.0611;0.0000;True;True;14.4089;1.2570;-0.0543;333.7670;235.4060;6.4816;0.1910;-0.0948;0.0838;0.0000;-1;;0.0000;0.0000;0.0000
3284;0.4145;14.6173;1.5792;0.0530;13.7729;265.7325;357.4702;True;True;14.3731;1.2858;0.2264;341.7372;302.5593;357.1000;0.3451;-0.1779;0.1604;0.0000;True;True;14.4159;1.2530;-0.0507;333.2757;234.5087;6.6595;0.4998;-0.2851;0.2575;0.0000;-1;;0.0000;0.0000;0.0000
3285;0.4285;14.6219;1.5771;0.0563;14.4367;265.3079;357.7122;True;True;14.3773;1.2831;0.2284;341.4577;301.8209;357.7302;0.2962;-0.1900;0.1400;0.0000;True;True;14.4220;1.2487;-0.0469;333.2466;233.6126;6.8936;0.4298;-0.3009;0.2717;0.0000;-1;;0.0000;0.0000;0.0000
3286;0.4427;14.6265;1.5761;0.0593;14.8887;264.7923;357.8949;True;True;14.3808;1.2807;0.2303;341.6472;300.8042;359.0019;0.2553;-0.1771;0.1426;0.0000;True;True;14.4274;1.2445;-0.0427;333.9387;233.3098;6.7310;0.3904;-0.3106;0.3073;0.0000;-1;;0.0000;0.0000;0.0000
3287;0.4564;14.6312;1.5764;0.0621;15.2601;264.2482;357.8533;True;True;14.3846;1.2789;0.2332;342.3075;299.8263;0.1826;0.2692;-0.1278;0.2100;0.0000;True;True;14.4324;1.2406;-0.0382;335.0582;233.3777;6.3822;0.3604;-0.2774;0.3233;0.0000;-1;;0.0000;0.0000;0.0000
3288;0.4703;14.6351;1.5760;0.0649;14.9267;263.9518;357.6509;True;True;14.3889;1.2774;0.2367;342.9135;299.3521;0.5498;0.2872;-0.1004;0.2296;0.0000;True;True;14.4375;1.2375;-0.0338;335.8366;233.7381;6.0021;0.3391;-0.2042;0.2918;0.0000;-1;;0.0000;0.0000;0.0000
3289;0.4853;14.6384;1.5778;0.0679;14.6141;263.9213;357.4629;True;True;14.3933;1.2767;0.2403;343.4033;298.8262;0.6716;0.2814;-0.0480;0.2303;0.0000;True;True;14.4427;1.2354;-0.0301;336.1053;233.8470;5.7008;0.3303;-0.1338;0.2365;0.0000;-1;;0.0000;0.0000;0.0000
3290;0.5011;14.6419;1.5818;0.0709;14.4307;264.1223;357.5400;True;True;14.3973;1.2762;0.2440;343.4832;298.2935;0.7501;0.2294;-0.0248;0.2109;0.0000;True;True;14.4477;1.2340;-0.0269;335.5271;233.0279;5.7732;0.2905;-0.0814;0.1786;0.0000;-1;;0.0000;0.0000;0.0000
3291;0.5185;14.6446;1.5841;0.0736;13.3174;264.3310;357.8217;True;True;14.4011;1.2765;0.2477;343.3832;298.3091;1.4625;0.2493;0.0168;0.2406;0.0000;True;True;14.4515;1.2324;-0.0241;335.2408;231.9129;6.1403;0.2464;-0.1062;0.1857;0.0000;-1;;0.0000;0.0000;0.0000
3292;0.5339;14.6475;1.5864;0.0761;11.8986;264.4848;357.9210;True;True;14.4048;1.2775;0.2515;343.5698;298.6670;2.1990;0.2376;0.0643;0.2440;0.0000;True;True;14.4542;1.2313;-0.0216;335.7967;231.5731;5.9908;0.1734;-0.0695;0.1635;0.0000;-1;;0.0000;0.0000;0.0000
3293;0.5495;14.6507;1.5893;0.0784;10.9410;264.7441;357.9457;True;True;14.4087;1.2789;0.2552;343.9391;298.9030;2.3017;0.2552;0.0918;0.2505;0.0000;True;True;14.4561;1.2310;-0.0198;337.2215;231.5505;5.7800;0.1258;-0.0169;0.1155;0.0000;-1;;0.0000;0.0000;0.0000
3294;0.5645;14.6536;1.5925;0.0807;9.7878;264.9516;358.1212;True;True;14.4126;1.2806;0.2592;344.2391;298.8784;1.6188;0.2569;0.1114;0.2588;0.0000;True;True;14.4581;1.2312;-0.0183;338.7036;231.4220;6.1626;0.1310;0.0108;0.1019;0.0000;-1;;0.0000;0.0000;0.0000
3295;0.5797;14.6563;1.5969;0.0826;8.3127;264.9689;358.5635;True;True;14.4161;1.2824;0.2629;344.6833;298.9109;0.8517;0.2389;0.1207;0.2529;0.0000;True;True;14.4596;1.2325;-0.0173;340.0795;231.4469;7.1053;0.1034;0.0849;0.0617;0.0000;-1;;0.0000;0.0000;0.0000
3296;0.5946;14.6581;1.6017;0.0836;6.0858;264.8009;358.9383;True;True;14.4192;1.2844;0.2661;344.9396;299.0556;0.1446;0.2117;0.1360;0.2129;0.0000;True;True;14.4612;1.2339;-0.0162;340.8577;231.3131;7.8521;0.1081;0.0999;0.0813;0.0000;-1;;0.0000;0.0000;0.0000
3297;0.6092;14.6603;1.6072;0.0837;3.3994;264.3489;359.1008;True;True;14.4220;1.2861;0.2686;344.9159;299.1523;0.0190;0.1839;0.1137;0.1686;0.0000;True;True;14.4626;1.2358;-0.0148;340.9880;231.1834;8.3870;0.0891;0.1222;0.0872;0.0000;-1;;0.0000;0.0000;0.0000
3298;0.6243;14.6626;1.6122;0.0832;0.4581;263.4001;358.9666;True;True;14.4243;1.2878;0.2707;344.6486;299.2220;0.1694;0.1584;0.1191;0.1424;0.0000;True;True;14.4634;1.2380;-0.0136;340.6675;231.2106;8.6476;0.0605;0.1511;0.0885;0.0000;-1;;0.0000;0.0000;0.0000
3299;0.6387;14.6654;1.6168;0.0821;357.5298;262.0187;358.6022;True;True;14.4261;1.2892;0.2722;344.1685;299.4992;0.5542;0.1224;0.0985;0.1058;0.0000;True;True;14.4639;1.2404;-0.0125;340.0693;231.4375;8.6337;0.0291;0.1727;0.0717;0.0000;-1;;0.0000;0.0000;0.0000
3300;0.6532;14.6689;1.6209;0.0803;355.2236;260.3105;358.0706;True;True;14.4268;1.2905;0.2729;343.8973;299.7277;1.2127;0.0509;0.0882;0.0511;0.0000;True;True;14.4638;1.2433;-0.0120;339.2991;231.5998;8.5041;-0.0038;0.1939;0.0394;0.0000;-1;;0.0000;0.0000;0.0000
3301;0.6678;14.6726;1.6237;0.0783;353.5475;258.3910;357.5724;True;True;14.4275;1.2919;0.2737;343.8294;299.4556;1.5047;0.0508;0.0995;0.0571;0.0000;True;True;14.4637;1.2462;-0.0116;338.4891;231.4697;8.5951;-0.0064;0.2033;0.0223;0.0000;-1;;0.0000;0.0000;0.0000
3302;0.6820;14.6762;1.6254;0.0760;352.7003;256.3286;357.1668;True;True;14.4279;1.2934;0.2747;343.7914;298.9775;1.3361;0.0295;0.1031;0.0670;0.0000;True;True;14.4635;1.2492;-0.0119;337.6189;231.2017;8.9813;-0.0174;0.2180;-0.0168;0.0000;-1;;0.0000;0.0000;0.0000
3303;0.6960;14.6797;1.6256;0.0737;352.6617;254.1841;357.0589;True;True;14.4278;1.2945;0.2754;343.6399;298.7305;0.8064;-0.0105;0.0827;0.0526;0.0000;True;True;14.4626;1.2522;-0.0126;336.9770;230.8919;9.5841;-0.0645;0.2116;-0.0478;0.0000;-1;;0.0000;0.0000;0.0000
3304;0.7102;14.6830;1.6249;0.0714;353.1852;251.8618;357.3802;True;True;14.4269;1.2957;0.2757;343.5255;298.6977;0.4069;-0.0599;0.0815;0.0169;0.0000;True;True;14.4609;1.2552;-0.0136;336.4878;230.5076;9.9230;-0.1186;0.2067;-0.0776;0.0000;-1;;0.0000;0.0000;0.0000
3305;0.7243;14.6860;1.6241;0.0687;354.1173;249.4304;357.9129;True;True;14.4254;1.2969;0.2754;343.6136;298.7289;359.9906;-0.1084;0.0832;-0.0197;0.0000;True;True;14.4583;1.2580;-0.0151;336.0343;229.7244;9.7200;-0.1801;0.1986;-0.1030;0.0000;-1;;0.0000;0.0000;0.0000
3306;0.7387;14.6884;1.6234;0.0655;355.0391;246.9719;358.3525;True;True;14.4232;1.2980;0.2750;343.9614;298.5916;359.3055;-0.1578;0.0816;-0.0308;0.0000;True;True;14.4549;1.2614;-0.0169;335.7627;228.7670;8.7872;-0.2396;0.2412;-0.1258;0.0000;-1;;0.0000;0.0000;0.0000
3307;0.7527;14.6899;1.6226;0.0620;355.4828;244.5958;358.6562;True;True;14.4208;1.2990;0.2741;344.2339;298.3915;358.5700;-0.1660;0.0683;-0.0621;0.0000;True;True;14.4510;1.2664;-0.0199;335.3510;228.7063;7.6434;-0.2742;0.3514;-0.2125;0.0000;-1;;0.0000;0.0000;0.0000
3308;0.7670;14.6905;1.6219;0.0586;355.6828;242.5104;358.7972;True;True;14.4180;1.2999;0.2728;344.2914;298.1833;357.8461;-0.2011;0.0677;-0.0929;0.0000;True;True;14.4467;1.2721;-0.0247;334.1981;228.8783;7.2300;-0.3126;0.4122;-0.3429;0.0000;-1;;0.0000;0.0000;0.0000
3309;0.7809;14.6901;1.6212;0.0548;355.7070;240.6724;359.0817;True;True;14.4149;1.3008;0.2711;344.1229;298.0823;357.3516;-0.2195;0.0621;-0.1209;0.0000;True;True;14.4409;1.2787;-0.0302;332.7153;228.7704;6.8262;-0.4067;0.4649;-0.3947;0.0000;-1;;0.0000;0.0000;0.0000
3310;0.7950;14.6891;1.6209;0.0506;355.4506;238.9377;359.6496;True;True;14.4115;1.3018;0.2691;343.8611;298.0543;357.0185;-0.2443;0.0703;-0.1412;0.0000;True;True;14.4336;1.2877;-0.0383;329.6027;227.9985;5.8064;-0.5310;0.6478;-0.5780;0.0000;-1;;0.0000;0.0000;0.0000
3311;0.8088;14.6875;1.6207;0.0461;354.9696;237.1709;0.2915;True;True;14.4080;1.3027;0.2670;343.5834;297.9756;356.8927;-0.2465;0.0650;-0.1504;0.0000;True;True;14.4247;1.2986;-0.0484;324.8151;225.8428;3.9856;-0.6234;0.7675;-0.7128;0.0000;-1;;0.0000;0.0000;0.0000
3312;0.8231;14.6851;1.6202;0.0413;354.3642;235.5478;0.8476;True;True;14.4043;1.3040;0.2646;343.4618;297.7059;357.1078;-0.2602;0.0886;-0.1681;0.0000;True;True;14.4128;1.3124;-0.0616;319.0903;222.3159;2.5656;-0.8346;0.9670;-0.9224;0.0000;-1;;0.0000;0.0000;0.0000
3313;0.8373;14.6820;1.6186;0.0367;353.5893;234.3081;1.2419;True;True;14.4008;1.3057;0.2627;343.8268;297.2415;356.9893;-0.2576;0.1262;-0.1342;0.0000;True;True;14.3989;1.3267;-0.0778;315.0854;218.9260;1.9081;-1.0069;1.0411;-1.1815;0.0000;-1;;0.0000;0.0000;0.0000
3314;0.8511;14.6783;1.6163;0.0320;352.9085;233.5122;1.5258;True;True;14.3977;1.3077;0.2614;344.4542;296.6154;356.1930;-0.2185;0.1381;-0.0975;0.0000;True;True;14.3834;1.3442;-0.0969;312.8312;216.0996;0.9659;-1.1064;1.2494;-1.3596;0.0000;-1;;0.0000;0.0000;0.0000
3315;0.8651;14.6736;1.6132;0.0273;352.3236;233.1205;1.8203;True;True;14.3953;1.3099;0.2599;344.7414;295.8877;355.3381;-0.1723;0.1669;-0.1063;0.0000;True;True;14.3673;1.3639;-0.1173;312.2575;213.8375;0.7674;-1.1751;1.4339;-1.4931;0.0000;-1;;0.0000;0.0000;0.0000
