Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
1864;0.3171;14.5407;1.6159;-0.0402;359.1909;266.8464;357.8183;True;True;14.3762;1.3550;0.2859;349.7882;314.2099;329.0855;508.1001;47.8889;10.1056;0.0000;True;True;14.3890;1.4027;-0.3470;334.8815;218.3457;51.4052;508.5518;49.5770;-12.2639;0.0000;1;En movimiento;9.6886;1.2695;4.3383
1865;0.3454;14.5399;1.6163;-0.0404;359.1184;266.9355;357.8266;True;True;14.3760;1.3548;0.2856;349.6122;314.1156;329.1642;-0.0154;-0.0111;-0.0276;0.0000;True;True;14.3879;1.4029;-0.3468;334.9693;218.5298;51.1609;-0.0828;0.0137;0.0134;0.0000;1;En movimiento;9.8155;1.2812;4.2750
1866;0.3577;14.5394;1.6163;-0.0407;359.1284;266.9908;357.8649;True;True;14.3762;1.3549;0.2857;349.4829;314.1851;328.9091;0.0114;0.0030;0.0031;0.0000;True;True;14.3874;1.4032;-0.3468;335.1571;218.7828;51.1663;-0.0228;0.0161;0.0008;0.0000;1;En movimiento;9.8709;1.2791;4.2474
1867;0.3791;14.5387;1.6162;-0.0409;359.1733;267.0626;357.9122;True;True;14.3756;1.3544;0.2855;349.4007;314.2212;328.7975;-0.0203;-0.0189;-0.0055;0.0000;True;True;14.3873;1.4035;-0.3468;334.9216;219.2425;51.6944;-0.0051;0.0093;-0.0002;0.0000;1;En movimiento;9.9670;1.2744;4.1994
1868;0.4077;14.5381;1.6162;-0.0409;359.2404;267.1327;357.9130;True;True;14.3745;1.3537;0.2852;349.7198;314.7228;329.1572;-0.0825;-0.0477;-0.0209;0.0000;True;True;14.3871;1.4038;-0.3468;334.4689;219.4724;52.0975;-0.0116;0.0200;0.0038;0.0000;1;En movimiento;10.0952;1.2929;4.1354
1869;0.4217;14.5375;1.6164;-0.0411;359.2766;267.2577;357.8828;True;True;14.3740;1.3536;0.2850;349.9817;314.7878;329.3072;-0.0341;-0.0042;-0.0168;0.0000;True;True;14.3868;1.4042;-0.3466;334.2231;219.5099;52.0447;-0.0223;0.0291;0.0123;0.0000;1;En movimiento;10.1581;1.2958;4.1040
1870;0.4356;14.5368;1.6165;-0.0412;359.1839;267.3931;357.8055;True;True;14.3739;1.3537;0.2848;349.8731;314.5800;329.1425;-0.0057;0.0060;-0.0119;0.0000;True;True;14.3864;1.4046;-0.3466;334.1608;219.5548;51.6480;-0.0324;0.0303;0.0029;0.0000;1;En movimiento;10.2206;1.2987;4.0728
1871;0.4501;14.5363;1.6167;-0.0414;359.0949;267.5095;357.7747;True;True;14.3736;1.3536;0.2847;349.9094;314.4882;329.0728;-0.0197;-0.0065;-0.0077;0.0000;True;True;14.3861;1.4050;-0.3466;334.2083;219.4262;51.1710;-0.0174;0.0236;-0.0030;0.0000;1;En movimiento;10.2854;1.3017;4.0405
1872;0.4663;14.5358;1.6170;-0.0416;359.0414;267.6038;357.8069;True;True;14.3730;1.3537;0.2842;349.9745;314.7444;329.2336;-0.0364;0.0063;-0.0280;0.0000;True;True;14.3859;1.4053;-0.3466;334.1642;219.2756;50.9333;-0.0098;0.0165;0.0010;0.0000;1;En movimiento;10.3583;1.3055;4.0041
1873;0.4826;14.5353;1.6171;-0.0418;359.0053;267.6377;357.8821;True;True;14.3726;1.3539;0.2836;349.9741;314.9230;329.2780;-0.0244;0.0132;-0.0386;0.0000;True;True;14.3859;1.4055;-0.3466;333.9596;219.1038;50.8823;0.0003;0.0107;-0.0039;0.0000;1;En movimiento;10.4313;1.3092;3.9677
