Frame;Tiempo;ID_Bola;Estatus;Posicion_Bola_x;Posicion_Bola_y;Posicion_Bola_z
13620;0.2914;1;En movimiento;9.3499;1.1897;4.3202
13625;0.3771;1;En movimiento;9.7829;1.1870;4.0294
13630;0.4582;1;En movimiento;10.1203;1.1915;3.8028
13635;0.5309;1;En movimiento;10.4346;1.1917;3.5917
13640;0.6024;1;En movimiento;10.7433;1.1911;3.3844
13645;0.6741;1;En movimiento;11.0327;1.1906;3.1900
13650;0.7429;1;En movimiento;11.3242;1.1903;2.9943
13655;0.8127;1;En movimiento;11.6190;1.1901;2.7963
13660;0.8832;1;En movimiento;11.9192;1.1902;2.5947
13665;0.9513;1;En movimiento;12.1996;1.2226;2.4064
13670;1.0221;1;En movimiento;12.4918;1.1542;2.2101
13675;1.0895;1;En movimiento;12.7842;1.1903;2.0137
13680;1.1590;1;En movimiento;13.0785;1.1905;1.8161
13685;1.2306;1;En movimiento;13.3651;1.1905;1.6236
13690;1.2983;1;En movimiento;13.6706;1.2391;1.4184
13695;1.3682;1;En movimiento;13.9526;1.1910;1.2291
13700;1.4381;1;En movimiento;14.2431;1.1913;1.0339
13705;1.5074;1;En movimiento;14.5365;1.1918;0.8369
13710;1.5774;1;En movimiento;14.8304;1.1923;0.6395
13715;1.6466;1;En movimiento;15.1286;1.2567;0.4392
13720;1.7180;1;En movimiento;15.4147;1.1934;0.2471
13725;1.7862;1;En movimiento;15.5536;1.2238;0.0531
13726;1.8004;1;Gol;19.0000;-2.2093;0.0000
13825;3.1768;2;En movimiento;7.9857;1.1487;2.8999
13830;3.2451;2;En movimiento;8.3446;1.1514;2.7113
13835;3.3158;2;En movimiento;8.6611;1.1396;2.5449
13840;3.3841;2;En movimiento;9.0001;1.1337;2.3668
13845;3.4557;2;En movimiento;9.3376;1.1279;2.1894
13850;3.5238;2;En movimiento;9.6866;1.1412;2.0060
13855;3.5928;2;En movimiento;10.0052;1.1163;1.8385
13860;3.6641;2;En movimiento;10.3420;1.1107;1.6615
13865;3.7326;2;En movimiento;10.6826;1.1052;1.4825
13870;3.8010;2;En movimiento;11.0282;1.1323;1.3008
