Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
6085;0;15.0259;1.6705;-0.0210;353.1534;265.9159;359.3680;True;True;0.2504;1.4159;-0.2935;323.3725;43.8323;342.2697;50.0779;283.1798;-58.7080;0.0000;True;True;-0.3125;1.4518;-0.3219;300.5504;299.5125;24.9255;-62.4982;290.3632;-64.3782;0.0000;
6090;0.3658046;15.0222;1.6723;-0.0213;352.4896;267.0670;359.1870;True;True;0.2491;1.4165;-0.2918;323.2318;43.7681;342.2651;-0.0911;0.0290;0.0668;0.0000;True;True;-0.3129;1.4521;-0.3208;300.5722;298.7374;25.3078;0.0030;-0.0116;0.0018;0.0000;
6095;0.4354253;15.0197;1.6725;-0.0196;352.2848;267.7907;359.2985;True;True;0.2482;1.4160;-0.2905;323.2679;43.7738;341.8571;-0.0398;-0.0487;0.1257;0.0000;True;True;-0.3128;1.4507;-0.3197;300.5699;298.2794;25.7977;0.0259;-0.0966;0.0469;0.0000;
6100;0.5151466;15.0171;1.6720;-0.0173;352.5650;269.3940;359.3588;True;True;0.2470;1.4139;-0.2867;323.2986;43.3157;342.5281;-0.0784;-0.0908;0.2355;0.0000;True;True;-0.3128;1.4486;-0.3175;300.8068;298.4007;25.4789;-0.0432;-0.0935;0.1009;0.0000;
6105;0.5900396;15.0136;1.6716;-0.0151;352.8152;270.6735;359.5944;True;True;0.2479;1.4138;-0.2834;323.6256;42.9845;342.2143;0.0195;0.0409;0.0599;0.0000;True;True;-0.3133;1.4474;-0.3159;301.1326;297.8102;26.1678;-0.0109;-0.0467;0.0687;0.0000;
6110;0.6613544;15.0094;1.6699;-0.0145;353.2748;270.5941;359.3723;True;True;0.2381;1.4155;-0.2793;320.8222;42.9996;346.5236;-0.7433;0.1702;0.1352;0.0000;True;True;-0.3134;1.4466;-0.3144;301.0327;297.7941;25.3294;-0.0054;0.0021;-0.1036;0.0000;
6115;0.7319884;15.0044;1.6684;-0.0101;353.6500;273.8111;359.3917;True;True;0.2314;1.4171;-0.2762;319.1340;39.9944;346.4049;-0.1055;-0.0301;0.2519;0.0000;True;True;-0.3137;1.4448;-0.3142;300.0355;297.3918;24.5676;-0.0446;-0.0935;-0.0231;0.0000;
6120;0.8019159;14.9982;1.6666;-0.0037;353.6276;276.8127;359.2088;True;True;0.2293;1.4156;-0.2706;318.4731;38.9638;347.8218;-0.0200;-0.1251;0.1628;0.0000;True;True;-0.3159;1.4411;-0.3124;300.2671;296.5976;24.7831;-0.1042;-0.1797;0.1542;0.0000;
6125;0.8719764;14.9912;1.6644;-0.0004;354.5022;277.2342;358.5902;True;True;0.2315;1.4119;-0.2641;318.3805;39.7298;347.7961;0.1653;-0.1369;0.3164;0.0000;True;True;-0.3187;1.4362;-0.3083;301.3128;295.5428;25.9490;-0.1000;-0.2044;0.2698;0.0000;
6130;0.9416807;14.9849;1.6627;0.0034;355.5721;277.1204;358.0664;True;True;0.2393;1.4093;-0.2569;322.2953;40.4050;345.0086;0.2986;-0.0181;0.1660;0.0000;True;True;-0.3168;1.4348;-0.3015;303.5287;297.7419;24.0811;0.1765;0.0202;0.1090;0.0000;
6135;1.011595;14.9805;1.6613;0.0153;355.5350;280.9371;356.7874;True;True;0.2454;1.4078;-0.2546;320.9467;41.8567;345.1822;0.2620;-0.1869;0.0867;0.0000;True;True;-0.3072;1.4348;-0.2994;302.1725;295.3575;26.1795;0.5037;-0.0775;0.1854;0.0000;
6140;1.080737;14.9829;1.6553;0.0536;355.4008;297.7896;355.2277;True;True;0.2599;1.3847;-0.2525;326.1237;38.1675;347.8483;0.7427;-1.3674;-0.0532;0.0000;True;True;-0.2852;1.4281;-0.2855;301.7785;296.0323;28.7319;1.1062;-0.4365;0.8985;0.0000;
6145;1.150736;14.9999;1.6366;0.1130;359.5380;321.5267;353.3738;True;True;0.3305;1.3453;-0.2739;328.1890;38.3159;358.9017;4.6795;-1.5883;-1.1347;0.0000;True;True;-0.2487;1.4110;-0.2534;303.8387;307.3400;23.4666;1.5853;-0.7694;1.3812;0.0000;
6150;1.220639;15.0089;1.6211;0.1842;1.3347;333.8659;352.5569;True;True;0.5074;1.3089;-0.3210;330.2477;54.5794;6.2186;8.5477;-1.4273;-1.9866;0.0000;True;True;-0.2067;1.3933;-0.2269;307.2116;322.1257;12.4500;1.5710;-0.6283;0.8700;0.0000;
6155;1.290842;15.0009;1.6054;0.2678;358.5017;336.4167;350.7299;True;True;0.7796;1.2828;-0.4005;337.6642;75.8335;16.9504;11.5878;-0.8140;-5.0743;0.0000;True;True;-0.1641;1.3768;-0.2154;311.8361;330.8495;358.1905;1.6602;-0.7564;0.1809;0.0000;
