Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
1830;0.2428432;14.6156;1.6326;-0.0190;356.9370;267.4721;0.6545;True;True;0.2110;1.3317;0.1061;347.5291;31.2518;349.8188;-0.0625;-0.0031;-0.0255;0.0000;True;True;-0.3069;1.3946;0.0418;321.0228;303.7836;27.5340;-0.0083;0.0029;-0.0430;0.0000;
1835;0.3306537;14.6166;1.6326;-0.0189;356.8783;267.5064;0.6979;True;True;0.2081;1.3317;0.1061;347.0198;29.9143;350.9893;-0.0597;-0.0461;0.0402;0.0000;True;True;-0.3063;1.3954;0.0420;320.9694;303.5679;27.8355;0.0160;0.0125;0.0222;0.0000;
1840;0.4120923;14.6178;1.6327;-0.0189;356.7529;267.2247;0.6596;True;True;0.2044;1.3327;0.1056;346.8674;28.6099;351.7402;-0.1293;0.1057;-0.0977;0.0000;True;True;-0.3065;1.3971;0.0413;320.8738;303.6016;28.3209;-0.0375;0.0814;-0.0403;0.0000;
1845;0.4853787;14.6188;1.6328;-0.0198;356.7617;266.4381;0.3519;True;True;0.1999;1.3345;0.1041;345.2325;28.4384;353.3294;-0.2237;0.0646;-0.0067;0.0000;True;True;-0.3068;1.3982;0.0406;320.6855;303.4660;28.4095;-0.0041;0.0676;-0.0333;0.0000;
1850;0.5570608;14.6196;1.6324;-0.0244;356.8176;264.3401;0.3903;True;True;0.1972;1.3357;0.1032;344.3340;28.3248;354.2975;-0.1064;0.0529;-0.0828;0.0000;True;True;-0.3081;1.4005;0.0384;320.2759;303.4881;28.3053;-0.1334;0.1301;-0.1814;0.0000;
1855;0.6262434;14.6215;1.6327;-0.0420;357.5485;254.6347;0.2644;True;True;0.1847;1.3371;0.1028;343.5655;28.2359;354.7873;-1.2138;0.0959;0.0827;0.0000;True;True;-0.3202;1.4042;0.0263;319.5694;298.8990;29.3920;-0.8469;0.2424;-0.8893;0.0000;
1860;0.6955302;14.6266;1.6301;-0.0720;356.9854;242.3096;1.3820;True;True;0.1358;1.3412;0.1045;337.3755;16.8091;4.0162;-1.9048;0.1018;0.0164;0.0000;True;True;-0.3652;1.4331;-0.0180;313.0400;289.4269;20.5349;-3.2303;2.0200;-2.6082;0.0000;
1865;0.7653263;14.6411;1.6200;-0.1205;357.8268;229.2006;1.5339;True;True;0.0913;1.3477;0.1036;336.4982;9.5425;7.7466;-1.6603;0.5061;-0.1814;0.0000;True;True;-0.4194;1.5229;-0.0908;311.8016;278.9805;27.2758;0.2448;6.8196;-1.6619;0.0000;
1870;0.8351161;14.6572;1.6154;-0.1800;357.3785;223.0322;2.5183;True;True;0.0430;1.3662;0.0900;337.2503;6.0189;4.7523;-2.2371;0.8328;-0.7222;0.0000;True;True;-0.4966;1.5664;-0.1510;302.7194;257.8095;46.9593;-3.8314;1.0173;-1.0346;0.0000;
1875;0.904845;14.6753;1.6094;-0.2412;354.4791;219.0687;4.3968;True;True;-0.0170;1.3881;0.0673;330.7347;359.9679;10.8292;-2.4703;0.6733;-0.8146;0.0000;True;True;-0.5710;1.5714;-0.1652;321.0206;250.1401;52.2241;-1.0758;1.0121;0.6652;0.0000;
1880;0.9748489;14.6911;1.5990;-0.3024;353.8247;217.8269;4.6814;True;True;-0.0813;1.3985;0.0427;329.8156;352.2567;8.0864;-2.7485;0.2043;-1.3079;0.0000;True;True;-0.6214;1.5590;-0.1592;325.9048;249.8920;58.9249;-0.7679;-0.2592;1.3954;0.0000;
1885;1.042761;14.6996;1.5956;-0.3631;352.7251;217.9537;4.9885;True;True;-0.1449;1.3946;0.0178;325.0305;344.3974;17.4394;-2.2980;-0.1242;-0.7358;0.0000;True;True;-0.6523;1.5451;-0.1453;319.0403;249.7175;61.6139;-2.0984;-0.9823;0.0609;0.0000;
1890;1.116025;14.7049;1.6028;-0.4169;352.9021;217.6570;3.4714;True;True;-0.1903;1.3961;0.0041;326.0436;340.5421;7.9440;-1.7300;0.1566;-0.2732;0.0000;True;True;-0.6805;1.5214;-0.1344;326.6931;238.8729;67.2648;-1.1229;-0.7825;0.8943;0.0000;
1895;1.182947;14.7056;1.6206;-0.4566;352.1569;219.0205;2.3296;True;True;-0.2280;1.3980;0.0010;328.0860;347.2895;7.0573;-1.1530;0.2044;-0.4280;0.0000;True;True;-0.7116;1.5045;-0.0960;333.4785;250.4270;61.9211;-0.8466;-0.8871;1.6707;0.0000;
