Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
4415;0.272774;14.4775;1.6549;-0.0006;3.8950;272.7931;1.2990;True;True;0.2937;1.3175;0.1180;297.8813;56.4154;36.0186;-0.3277;-0.1826;0.6699;0.0000;True;True;-0.2895;1.3416;0.2348;317.2096;302.2937;343.3822;-0.2235;0.1820;-0.5334;0.0000;
4420;0.3641698;14.4784;1.6536;-0.0160;4.1811;261.6404;2.4873;True;True;0.2833;1.3163;0.1335;298.0814;53.2039;35.4987;-0.4282;0.0418;0.5316;0.0000;True;True;-0.2964;1.3412;0.2214;317.3372;300.1979;343.1892;-0.3266;-0.2026;-0.4725;0.0000;
4425;0.4444521;14.4790;1.6547;-0.0265;3.6662;253.2856;3.3601;True;True;0.2754;1.3175;0.1455;297.3507;48.4066;37.2591;-0.2184;0.0748;0.4460;0.0000;True;True;-0.3041;1.3363;0.2094;318.0916;298.2480;342.4895;-0.2557;-0.2333;-0.4740;0.0000;
4430;0.5181872;14.4780;1.6547;-0.0289;4.2018;252.0060;3.2101;True;True;0.2672;1.3179;0.1573;296.3891;43.6365;40.1344;-0.4905;-0.0325;0.5259;0.0000;True;True;-0.3107;1.3301;0.1982;318.5919;296.3929;341.8901;-0.3435;-0.1976;-0.4390;0.0000;
4435;0.5895686;14.4745;1.6558;-0.0309;5.4316;252.5467;3.7651;True;True;0.2560;1.3191;0.1734;297.7612;37.7934;41.5458;-0.4488;0.0779;0.7381;0.0000;True;True;-0.3191;1.3273;0.1857;318.9206;292.9964;342.3257;-0.3886;-0.0713;-0.5487;0.0000;
4440;0.6590753;14.4677;1.6524;-0.0335;4.8383;256.6177;4.0881;True;True;0.2417;1.3190;0.1915;296.3126;33.0474;44.5861;-0.6227;-0.0761;0.7553;0.0000;True;True;-0.3353;1.3210;0.1750;319.9461;291.0187;343.1104;-0.7723;-0.3946;-0.2060;0.0000;
4445;0.7291663;14.4644;1.6468;-0.0350;5.2971;269.0873;0.9014;True;True;0.2149;1.3190;0.1991;295.2939;27.4425;50.8136;-1.2063;0.1564;-0.0456;0.0000;True;True;-0.3543;1.3108;0.1782;319.7506;295.6788;339.2738;-0.8096;-0.2800;0.1831;0.0000;
4450;0.8003219;14.4663;1.6450;-0.0499;6.4679;277.8982;0.0743;True;True;0.1876;1.3262;0.1890;293.8674;35.8534;42.3395;-0.9280;0.2515;-0.3213;0.0000;True;True;-0.3807;1.3096;0.1901;319.3926;296.7736;340.0265;-1.0741;0.0729;0.7567;0.0000;
4455;0.8680237;14.4654;1.6503;-0.0749;5.0464;276.3393;0.0790;True;True;0.1632;1.3275;0.1846;296.0106;44.7518;32.4868;-0.9782;-0.1571;0.0523;0.0000;True;True;-0.4011;1.3259;0.2023;316.5824;297.7473;340.0458;-0.8437;0.8284;0.3924;0.0000;
4460;0.9374387;14.4636;1.6566;-0.0950;4.4019;274.4182;0.2691;True;True;0.1420;1.3265;0.1873;295.7836;39.3086;39.6150;-0.6130;0.0909;-0.0292;0.0000;True;True;-0.4162;1.3479;0.2123;314.3102;297.2487;341.8826;-0.4848;0.8578;0.3117;0.0000;
4465;1.007056;14.4618;1.6599;-0.1034;3.8997;277.1794;0.7874;True;True;0.1441;1.3374;0.1810;294.0816;45.0725;36.0648;0.4705;0.5083;-0.3060;0.0000;True;True;-0.4244;1.3627;0.2226;311.3109;296.1578;344.1254;-0.2573;0.3981;0.4773;0.0000;
4470;1.078348;14.4608;1.6595;-0.1002;4.0094;281.7546;0.7972;True;True;0.1608;1.3467;0.1741;292.2209;51.6235;32.9448;0.9774;0.3534;-0.2464;0.0000;True;True;-0.4214;1.3699;0.2313;309.2740;293.3761;347.0308;0.4862;0.1975;0.2812;0.0000;
4475;1.14489;14.4607;1.6580;-0.0846;4.5059;291.3737;359.8612;True;True;0.1820;1.3582;0.1666;291.7253;61.3099;26.9257;0.5784;0.5216;-0.3367;0.0000;True;True;-0.4001;1.3734;0.2396;310.9518;292.9298;352.2258;1.1882;0.0749;0.4011;0.0000;
4480;1.21656;14.4576;1.6544;-0.0651;4.8045;295.7362;359.6972;True;True;0.1815;1.3753;0.1743;283.0593;50.8156;40.2104;-0.3676;0.9298;0.7217;0.0000;True;True;-0.3576;1.3745;0.2551;309.3914;295.3681;353.7168;1.9077;0.1057;0.7513;0.0000;
4485;1.285195;14.4542;1.6487;-0.0401;4.8660;297.6080;0.3793;True;True;0.1783;1.4338;0.2018;272.6025;97.5357;348.3490;-0.4549;3.2688;2.3622;0.0000;True;True;-0.3092;1.3885;0.2747;310.4839;298.3992;359.4550;1.7975;1.0510;0.8883;0.0000;
4490;1.354328;14.4517;1.6438;-0.0118;2.8998;296.3015;0.8716;True;True;0.1495;1.5638;0.2807;289.2127;227.5501;217.8737;-1.6306;5.9187;3.7475;0.0000;True;True;-0.2667;1.4247;0.2877;313.8831;298.1358;10.3634;1.7194;1.6338;0.4925;0.0000;
4495;1.42377;14.4445;1.6487;0.0076;3.4588;294.1286;0.8842;True;True;0.1416;1.6776;0.4506;284.6965;240.6191;216.2987;-0.1134;1.3137;9.7804;0.0000;True;True;-0.2484;1.4512;0.2977;317.5703;294.4662;16.9547;-0.0023;0.6757;-0.2934;0.0000;
4497;1.451477;14.4388;1.6554;0.0112;4.0958;293.3003;1.4909;True;True;0.1540;1.6791;0.5220;287.8521;288.1833;181.2911;0.0000;0.0000;0.0000;0.0000;True;True;-0.2492;1.4544;0.2954;322.3555;293.9170;20.3238;0.0000;0.0000;0.0000;0.0000;
4500;1.494054;14.4279;1.6626;0.0078;4.7037;290.9734;0.8346;True;True;0.1742;1.6768;0.5503;286.9061;302.3502;170.4967;0.1868;0.1047;-0.3860;0.0000;True;True;-0.2585;1.4543;0.2879;326.7445;294.4257;19.8827;-0.9533;-0.2185;-0.6403;0.0000;
4505;1.562442;14.4019;1.6745;-0.0092;2.7042;285.3049;2.1172;True;True;0.1551;1.6444;0.5243;278.5239;251.8891;207.2659;-0.9835;-2.5019;-1.0017;0.0000;True;True;-0.2852;1.4298;0.2631;325.3979;290.8594;16.1264;-0.9636;-1.3599;-0.8568;0.0000;
4510;1.63435;14.3769;1.6656;-0.0326;1.4019;278.2264;3.3663;True;True;0.1457;1.5709;0.4727;279.9402;227.6293;224.1821;0.0019;-3.3114;-2.2236;0.0000;True;True;-0.3253;1.3915;0.2494;314.6465;290.2371;3.5320;-2.0245;-1.3889;-0.4215;0.0000;
4515;1.701586;14.3536;1.6565;-0.0501;2.3936;274.6993;1.8643;True;True;0.1649;1.4824;0.4245;275.5038;214.7111;235.7114;1.1891;-3.5497;-1.5822;0.0000;True;True;-0.3740;1.3652;0.2479;310.6008;288.3433;352.2965;-1.7645;-0.7114;0.0881;0.0000;
4520;1.771991;14.3349;1.6566;-0.0546;2.7543;270.5508;3.4535;True;True;0.2035;1.4075;0.4015;276.0907;57.4267;33.4733;1.5798;-2.6639;-0.5711;0.0000;True;True;-0.4024;1.3646;0.2545;310.1472;284.3491;347.1411;-0.5076;0.4072;0.1630;0.0000;
