Frame;Tiempo;ID_Luz;Estatus;
31445;249.7527;7;encendido
31507;0.8626;7;tocado
31507;0.8626;2;encendido
31609;2.2832;2;tocado
31609;2.2832;2;encendido
31646;2.7976;2;tocado
31646;2.7976;6;encendido
31746;4.1899;6;tocado
31746;4.1899;2;encendido
31848;5.6103;2;tocado
31848;5.6103;6;encendido
31948;7.0028;6;tocado
31948;7.0028;4;encendido
32017;7.9629;4;tocado
32017;7.9629;4;encendido
32028;8.1155;4;tocado
32028;8.1155;5;encendido
32168;10.0653;5;tocado
32168;10.0653;8;encendido
32384;13.0729;8;tocado
32384;13.0729;1;encendido
32501;14.7016;1;tocado
32501;14.7016;7;encendido
32630;16.4971;7;tocado
32630;16.4971;5;encendido
32714;17.6671;5;tocado
32714;17.6671;1;encendido
32840;19.4210;1;tocado
32840;19.4210;3;encendido
32992;21.5378;3;tocado
32992;21.5378;8;encendido
33254;25.1847;8;tocado
33254;25.1847;5;encendido
33342;26.4097;5;tocado
33342;26.4097;3;encendido
33517;28.8469;3;tocado
33517;28.8469;3;encendido
33539;29.1529;3;tocado
33539;29.1529;3;encendido
33544;29.2227;3;tocado
33544;29.2227;0;encendido
33717;31.6313;0;tocado
33717;31.6313;3;encendido
33898;34.1518;3;tocado
33898;34.1518;4;encendido
33997;35.5295;4;tocado
33997;35.5295;1;encendido
34121;37.2556;1;tocado
34121;37.2556;8;encendido
34271;39.3441;8;tocado
34271;39.3441;6;encendido
34502;42.5605;6;tocado
34502;42.5605;4;encendido
34621;44.2169;4;tocado
34621;44.2169;7;encendido
34819;46.9731;7;tocado
34819;46.9731;6;encendido
34899;48.0872;6;tocado
34899;48.0872;6;encendido
34972;49.1039;6;tocado
34972;49.1039;6;encendido
35008;49.6053;6;tocado
35008;49.6053;2;encendido
35169;51.8466;2;tocado
35169;51.8466;0;encendido
35379;54.7704;0;tocado
35379;54.7704;3;encendido
35457;55.8561;3;tocado
35457;55.8561;7;encendido
35671;58.8353;7;tocado
35671;58.8353;7;encendido
35697;59.1968;7;tocado
35697;59.1968;3;encendido

