Frame;Tiempo;ID_Luz;Estatus;
57497;153.6607;1;encendido
57536;0.5434;1;tocado
57536;0.5434;4;encendido
57604;1.4896;4;tocado
57604;1.4896;1;encendido
57668;2.3805;1;tocado
57668;2.3805;6;encendido
57746;3.4666;6;tocado
57746;3.4666;0;encendido
57821;4.5106;0;tocado
57821;4.5106;7;encendido
57882;5.3599;7;tocado
57882;5.3599;5;encendido
57984;6.7799;5;tocado
57984;6.7799;5;encendido
57985;6.7940;5;tocado
57985;6.7940;6;encendido
58069;7.9634;6;tocado
58069;7.9634;5;encendido
58197;9.7454;5;tocado
58197;9.7454;2;encendido
58247;10.4416;2;tocado
58247;10.4416;3;encendido
58328;11.5696;3;tocado
58328;11.5696;7;encendido
58430;12.9896;7;tocado
58430;12.9896;1;encendido
58496;13.9089;1;tocado
58496;13.9089;4;encendido
58555;14.7301;4;tocado
58555;14.7301;7;encendido
58606;15.4401;7;tocado
58606;15.4401;2;encendido
58701;16.7624;2;tocado
58701;16.7624;6;encendido
58770;17.7232;6;tocado
58770;17.7232;7;encendido
58814;18.3355;7;tocado
58814;18.3355;3;encendido
58917;19.7698;3;tocado
58917;19.7698;8;encendido
58983;20.6884;8;tocado
58983;20.6884;4;encendido
59056;21.7051;4;tocado
59056;21.7051;0;encendido
59119;22.5820;0;tocado
59119;22.5820;2;encendido
59221;24.0019;2;tocado
59221;24.0019;7;encendido
59284;24.8793;7;tocado
59284;24.8793;1;encendido
59438;27.0235;1;tocado
59438;27.0235;0;encendido
59509;28.0121;0;tocado
59509;28.0121;4;encendido
59569;28.8469;4;tocado
59569;28.8469;1;encendido
59677;30.3505;1;tocado
59677;30.3505;8;encendido
59771;31.6592;8;tocado
59771;31.6592;1;encendido
59855;32.8288;1;tocado
59855;32.8288;1;encendido
59860;32.8983;1;tocado
59860;32.8983;5;encendido
59957;34.2488;5;tocado
59957;34.2488;2;encendido
60096;36.1841;2;tocado
60096;36.1841;7;encendido
60177;37.3120;7;tocado
60177;37.3120;4;encendido
60236;38.1332;4;tocado
60236;38.1332;3;encendido
60300;39.0229;3;tocado
60300;39.0229;4;encendido
60335;39.5108;4;tocado
60335;39.5108;5;encendido
60382;40.1645;5;tocado
60382;40.1645;3;encendido
60468;41.3630;3;tocado
60468;41.3630;4;encendido
60503;41.8505;4;tocado
60503;41.8505;6;encendido
60642;43.7856;6;tocado
60642;43.7856;1;encendido
60734;45.0663;1;tocado
60734;45.0663;1;encendido
60890;47.2385;1;tocado
60890;47.2385;0;encendido
60958;48.1851;0;tocado
60958;48.1851;8;encendido
61027;49.1454;8;tocado
61027;49.1454;5;encendido
61079;49.8693;5;tocado
61079;49.8693;0;encendido
61127;50.5383;0;tocado
61127;50.5383;4;encendido
61184;51.3314;4;tocado
61184;51.3314;4;encendido
61204;51.6094;4;tocado
61204;51.6094;4;encendido
61212;51.7199;4;tocado
61212;51.7199;6;encendido
61272;52.5566;6;tocado
61272;52.5566;3;encendido
61382;54.0883;3;tocado
61382;54.0883;4;encendido
61427;54.7147;4;tocado
61427;54.7147;2;encendido
61523;56.0504;2;tocado
61523;56.0504;3;encendido
61598;57.0955;3;tocado
61598;57.0955;3;encendido
61608;57.2348;3;tocado
61608;57.2348;6;encendido
61657;57.9172;6;tocado
61657;57.9172;8;encendido
61758;59.3228;8;tocado
61758;59.3228;8;encendido
61767;59.4480;8;tocado
61767;59.4480;2;encendido

