Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
1135;0.3353164;15.0927;1.6699;0.1162;353.0760;292.8215;0.3704;True;True;0.3540;1.5154;-0.4352;307.6400;75.5073;318.6023;0.2886;-0.1123;-0.1028;0.0000;True;True;-0.1874;1.5356;-0.4557;307.1461;300.1508;27.1663;0.4773;-0.0181;0.2814;0.0000;
1140;0.4228847;15.0863;1.6695;0.1184;352.8460;291.9620;1.5038;True;True;0.3639;1.5183;-0.4307;307.4814;74.5517;320.7534;0.3545;0.2263;0.2590;0.0000;True;True;-0.1820;1.5415;-0.4454;302.9792;299.5347;24.7013;-0.0112;0.3118;0.3829;0.0000;
1145;0.50269;15.0803;1.6695;0.1174;353.4214;290.3867;1.4393;True;True;0.3702;1.5210;-0.4259;306.9511;75.5182;321.6336;0.2285;0.0686;0.1883;0.0000;True;True;-0.1846;1.5489;-0.4382;304.9818;299.8301;27.0700;-0.0469;0.2164;0.2261;0.0000;
1150;0.5769556;15.0738;1.6686;0.1104;354.2165;285.4424;1.0780;True;True;0.3723;1.5219;-0.4198;308.2064;74.4371;322.8083;-0.0145;0.0031;0.2254;0.0000;True;True;-0.1822;1.5498;-0.4275;303.9152;299.5369;27.1066;0.2154;-0.1004;0.7641;0.0000;
1155;0.6485714;15.0680;1.6677;0.0985;354.7879;279.2220;0.7082;True;True;0.3695;1.5211;-0.4129;307.4822;73.2027;324.3044;-0.1044;-0.0207;0.3650;0.0000;True;True;-0.1793;1.5480;-0.4180;303.3971;298.3630;27.2794;0.1431;-0.0236;0.3088;0.0000;
1160;0.718953;15.0636;1.6667;0.0891;355.4892;275.9780;1.1017;True;True;0.3633;1.5184;-0.4055;307.7326;70.5079;326.7019;-0.2837;-0.0632;0.3381;0.0000;True;True;-0.1793;1.5479;-0.4124;301.8049;296.4080;27.3063;-0.0192;0.0059;0.2377;0.0000;
1165;0.7894343;15.0602;1.6652;0.0805;356.6692;272.9693;1.1500;True;True;0.3531;1.5185;-0.3994;307.1608;67.1534;329.2033;-0.4530;0.0724;0.2257;0.0000;True;True;-0.1848;1.5494;-0.4099;303.1012;297.3246;27.8221;-0.2455;0.0542;0.1102;0.0000;
1170;0.8587278;15.0567;1.6645;0.0745;356.8685;271.0093;0.5841;True;True;0.3428;1.5211;-0.3973;306.3392;66.7536;328.9039;-0.4571;0.1041;0.0865;0.0000;True;True;-0.1882;1.5511;-0.4086;303.8162;298.4396;25.9730;-0.1022;0.0266;-0.0837;0.0000;
1175;0.9283109;15.0542;1.6625;0.0646;357.7867;264.6945;0.2925;True;True;0.3321;1.5233;-0.3929;304.7740;63.5535;330.5890;-0.3124;0.0422;0.2054;0.0000;True;True;-0.1899;1.5525;-0.4120;303.0704;296.8581;26.2585;-0.0232;0.0309;-0.1178;0.0000;
1180;0.998158;15.0518;1.6619;0.0551;357.7957;258.2203;0.1270;True;True;0.3266;1.5236;-0.3870;303.8799;62.2717;331.1842;-0.2183;0.0116;0.2894;0.0000;True;True;-0.1932;1.5531;-0.4166;302.9888;295.5891;25.2472;-0.1855;0.0072;-0.2505;0.0000;
1185;1.067855;15.0498;1.6596;0.0487;358.2237;256.0703;0.8737;True;True;0.3187;1.5234;-0.3752;306.8432;60.6484;331.4901;-0.6887;-0.0138;0.7197;0.0000;True;True;-0.1987;1.5529;-0.4262;302.8510;291.9187;26.9372;-0.2165;-0.0497;-0.5834;0.0000;
1190;1.137449;15.0461;1.6519;0.0375;357.2868;255.0380;1.9977;True;True;0.2854;1.5189;-0.3554;306.4837;46.6702;340.6596;-1.5323;-0.2927;0.6426;0.0000;True;True;-0.2057;1.5441;-0.4415;300.5736;284.3866;30.0405;-0.4085;-0.6199;-0.6152;0.0000;
1195;1.20747;15.0434;1.6359;0.0119;358.2094;253.4638;1.8933;True;True;0.2144;1.5045;-0.3258;303.6983;36.1313;350.9331;-3.3111;-0.8375;1.4371;0.0000;True;True;-0.2259;1.5132;-0.4546;300.4739;281.4858;28.2644;-1.2784;-1.4552;-0.3819;0.0000;
1200;1.277037;15.0400;1.6069;-0.0324;356.8508;251.4486;3.4778;True;True;0.1153;1.4669;-0.2928;314.1305;11.0872;1.8313;-4.2201;-1.8910;0.8812;0.0000;True;True;-0.2833;1.4701;-0.4617;306.7500;279.0639;23.3183;-2.8404;-1.6885;-0.1141;0.0000;
1205;1.346899;15.0315;1.5696;-0.0963;357.0990;248.2095;5.1045;True;True;0.0299;1.4201;-0.2795;311.8959;0.8354;11.9594;-3.0301;-1.6675;0.5122;0.0000;True;True;-0.3865;1.4474;-0.4573;304.3432;262.2021;21.5154;-5.1435;-0.2456;0.3994;0.0000;
1210;1.416429;15.0192;1.5401;-0.1821;357.6787;244.8778;5.3919;True;True;-0.0425;1.3816;-0.2639;317.0684;354.1538;14.3110;-2.7919;-1.3354;0.5554;0.0000;True;True;-0.5428;1.4527;-0.4335;309.7473;253.5678;22.0606;-6.5966;0.2517;1.5460;0.0000;
1215;1.485778;14.9993;1.5218;-0.2846;356.9602;243.0122;4.7485;True;True;-0.1165;1.3485;-0.2446;318.5483;1.8876;12.2041;-3.1513;-1.3626;1.0049;0.0000;True;True;-0.7104;1.4526;-0.3719;311.7165;256.3520;10.2089;-6.6337;-0.2005;2.8147;0.0000;
1220;1.555648;14.9771;1.5069;-0.3982;356.0533;242.3417;3.3827;True;True;-0.1956;1.3146;-0.2172;326.6372;10.3453;5.5136;-3.3649;-1.5738;1.2874;0.0000;True;True;-0.8690;1.4406;-0.3007;313.8971;259.4488;7.7790;-6.2058;-0.7771;2.9975;0.0000;
