Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
2320;0.3046516;14.7673;1.6744;0.0973;348.4952;288.3091;359.9314;True;True;0.2295;1.2964;-0.0028;351.7151;2.4690;0.2639;-0.0086;0.0244;-0.0020;0.0000;True;True;-0.2202;1.3492;-0.0458;339.3722;327.5376;17.4121;0.0583;-0.0021;-0.0249;0.0000;
2325;0.393195;14.7683;1.6745;0.0971;348.5035;287.7425;359.7848;True;True;0.2288;1.2967;-0.0031;351.8563;2.2798;0.0744;-0.0634;0.0367;-0.0425;0.0000;True;True;-0.2201;1.3487;-0.0457;339.3886;327.4421;17.2298;0.0039;-0.0194;-0.0071;0.0000;
2330;0.4719875;14.7684;1.6741;0.0943;348.6590;285.8526;359.6810;True;True;0.2273;1.2967;-0.0038;351.7359;1.9708;0.2852;-0.0380;-0.0207;-0.0077;0.0000;True;True;-0.2210;1.3490;-0.0466;339.4044;327.3176;17.4967;-0.0244;0.0386;-0.0345;0.0000;
2335;0.5470492;14.7693;1.6741;0.0934;348.6497;285.9633;359.6307;True;True;0.2269;1.2966;-0.0040;351.6591;1.9424;0.5407;-0.0129;0.0143;-0.0188;0.0000;True;True;-0.2216;1.3508;-0.0484;338.8979;327.0515;17.3872;-0.0448;0.0505;-0.0551;0.0000;
2340;0.6194505;14.7693;1.6740;0.0948;348.7000;286.5910;359.5904;True;True;0.2281;1.2977;-0.0043;351.6338;2.1118;0.0571;0.0622;0.0596;-0.0301;0.0000;True;True;-0.2223;1.3509;-0.0479;339.1313;326.9533;17.8222;-0.0425;-0.0139;0.0773;0.0000;
2345;0.6897959;14.7690;1.6730;0.0991;349.0571;287.6208;359.2226;True;True;0.2302;1.2985;-0.0042;351.4957;2.1351;0.4760;0.1111;0.0390;0.0168;0.0000;True;True;-0.2193;1.3518;-0.0449;339.3396;327.2881;17.9584;0.2148;0.0985;0.0940;0.0000;
2350;0.7597809;14.7686;1.6723;0.1049;349.6013;288.6794;358.7909;True;True;0.2351;1.2992;-0.0028;351.7973;2.1444;0.7050;0.1743;0.0344;0.0672;0.0000;True;True;-0.2117;1.3549;-0.0404;338.4992;326.7406;17.3087;0.4134;0.1549;0.2510;0.0000;
2355;0.8299956;14.7672;1.6710;0.1143;349.0990;291.0501;357.6058;True;True;0.2430;1.3010;-0.0029;351.1285;2.3885;2.0096;0.4533;0.0060;0.0051;0.0000;True;True;-0.1994;1.3571;-0.0330;338.0835;328.0330;19.0262;0.5723;-0.0168;0.3855;0.0000;
2360;0.9003406;14.7691;1.6657;0.1347;350.6595;299.0007;356.8554;True;True;0.2633;1.3049;-0.0075;348.3493;5.3930;6.8592;1.4222;0.6977;-0.5700;0.0000;True;True;-0.1783;1.3539;-0.0188;337.1020;329.6093;17.1107;0.9502;-0.2034;0.6620;0.0000;
2365;0.9691803;14.7691;1.6486;0.1694;348.9507;306.6389;355.8835;True;True;0.3426;1.3340;-0.0400;327.6974;23.7524;16.4549;4.0213;1.2510;-2.0065;0.0000;True;True;-0.1537;1.3412;0.0037;336.3065;330.7376;15.8547;1.1662;-0.7788;1.3063;0.0000;
