Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
6354;0.33282;14.1021;1.6584;-0.0198;6.7697;88.9339;357.9622;True;True;-0.1157;1.2311;0.2020;14.3043;180.9801;354.2741;0.0784;-0.4675;0.1330;0.0000;True;True;0.2092;1.2778;0.2156;6.4916;165.7522;46.0986;-0.3700;-0.2011;-0.3648;0.0000;
6356;0.3617458;14.1027;1.6565;-0.0254;8.0373;92.3204;358.4269;True;True;-0.1151;1.2315;0.2033;14.4798;180.6280;353.8829;0.0786;0.1210;0.1909;0.0000;True;True;0.2080;1.2791;0.2153;6.4219;166.1125;46.5560;-0.1391;0.2275;0.0171;0.0000;
6358;0.407824;14.1033;1.6563;-0.0256;8.2720;92.7598;358.5285;True;True;-0.1150;1.2321;0.2039;13.9535;180.6185;353.8492;0.0203;0.0041;0.0641;0.0000;True;True;0.2070;1.2812;0.2156;5.6972;166.1223;46.4960;-0.0971;0.1856;0.0396;0.0000;
6360;0.435417;14.1039;1.6557;-0.0271;8.6460;93.3948;358.4107;True;True;-0.1146;1.2310;0.2047;14.0353;180.4879;354.0219;0.0280;-0.1477;0.0770;0.0000;True;True;0.2061;1.2821;0.2155;5.0145;166.1286;46.5156;-0.0839;0.0605;-0.0250;0.0000;
6362;0.4633627;14.1044;1.6554;-0.0284;8.9043;94.0489;358.6345;True;True;-0.1147;1.2296;0.2054;14.5352;180.4601;354.1180;-0.0274;-0.1167;0.0435;0.0000;True;True;0.2051;1.2822;0.2149;5.0064;166.2238;46.3561;-0.1032;-0.0009;-0.0799;0.0000;
6364;0.4961808;14.1048;1.6554;-0.0291;8.9681;94.3937;358.5146;True;True;-0.1152;1.2287;0.2057;14.6545;180.4928;353.8058;-0.0433;-0.0820;0.0381;0.0000;True;True;0.2046;1.2817;0.2143;5.2562;166.3432;46.2957;-0.0494;-0.0613;-0.0466;0.0000;
6366;0.5281816;14.1053;1.6553;-0.0299;8.8666;94.7493;358.5172;True;True;-0.1152;1.2280;0.2059;14.6606;180.5290;354.0270;-0.0047;-0.0770;0.0222;0.0000;True;True;0.2039;1.2812;0.2139;5.3320;166.5823;46.4994;-0.0728;-0.0660;-0.0353;0.0000;
6368;0.5586917;14.1057;1.6555;-0.0304;8.7451;95.1056;358.5277;True;True;-0.1156;1.2270;0.2061;14.8668;180.5430;354.2549;-0.0524;-0.0831;0.0173;0.0000;True;True;0.2031;1.2805;0.2135;5.5754;166.6105;46.3597;-0.0996;-0.0772;-0.0586;0.0000;
6370;0.5886511;14.1061;1.6560;-0.0315;8.3826;95.7431;358.9305;True;True;-0.1161;1.2267;0.2062;14.8890;180.6492;354.1177;-0.0515;-0.0231;0.0074;0.0000;True;True;0.2023;1.2798;0.2133;5.7219;166.7404;46.2048;-0.0596;-0.0613;0.0094;0.0000;
6372;0.6179072;14.1066;1.6564;-0.0320;7.7964;96.1513;359.3680;True;True;-0.1168;1.2261;0.2059;14.8813;181.0118;353.9005;-0.0461;-0.0742;-0.0437;0.0000;True;True;0.2014;1.2792;0.2132;5.7895;166.8946;45.9648;-0.1099;-0.0650;-0.0160;0.0000;
