Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
46518;0.7655877;15.1509;1.4093;-0.3555;10.5866;105.8645;359.2938;True;True;-0.7312;0.9914;-1.1709;34.7415;233.7414;34.0581;-1.0908;-1.5247;-1.0114;0.0000;True;True;0.0501;0.9725;-0.4496;31.0513;146.6084;3.1709;-1.2781;-2.0240;-0.3680;0.0000;
46520;0.793175;15.1664;1.3971;-0.3690;10.0598;105.6635;359.4695;True;True;-0.7410;0.9678;-1.1752;35.2154;230.4966;29.0881;-0.8292;-2.3787;-0.2276;0.0000;True;True;0.0411;0.9490;-0.4549;31.3995;148.4639;10.0732;-0.7071;-2.5067;-0.5725;0.0000;
46522;0.8208205;15.1773;1.3862;-0.3773;9.9525;104.3728;1.2120;True;True;-0.7487;0.9461;-1.1694;34.5651;232.9575;30.7516;-0.7043;-1.9365;0.9113;0.0000;True;True;0.0384;0.9228;-0.4651;32.4965;146.3231;10.2401;-0.2380;-2.5718;-1.2768;0.0000;
46524;0.8490314;15.1847;1.3785;-0.3797;11.9270;102.5455;1.1383;True;True;-0.7449;0.9367;-1.1561;28.9063;235.5896;33.4512;0.8360;-0.6446;1.4451;0.0000;True;True;0.0338;0.9121;-0.4856;35.9868;144.9681;12.0065;-0.5564;-0.4894;-2.2173;0.0000;
46526;0.8763834;15.1893;1.3756;-0.3758;14.5856;99.6435;0.2506;True;True;-0.7274;0.9375;-1.1335;26.8773;230.4576;26.5485;1.9831;0.1890;2.5286;0.0000;True;True;0.0286;0.9152;-0.5071;33.9632;148.2505;18.7429;-0.5160;0.4798;-2.1239;0.0000;
46528;0.9049288;15.1901;1.3773;-0.3660;16.6304;95.5984;359.3465;True;True;-0.6947;0.9475;-1.0867;27.4846;215.7890;13.9497;3.3937;1.2209;5.2746;0.0000;True;True;0.0229;0.9285;-0.5293;27.0123;151.1138;22.0010;-0.5290;1.4413;-2.2493;0.0000;
46530;0.9325634;15.1866;1.3820;-0.3506;18.8736;90.7171;357.4086;True;True;-0.6607;0.9587;-1.0283;20.1127;211.6006;15.9007;3.4284;0.8970;6.0810;0.0000;True;True;0.0197;0.9459;-0.5504;22.4854;153.0118;23.5529;-0.1948;1.8921;-2.0424;0.0000;
46532;0.9601073;15.1784;1.3901;-0.3338;21.0511;86.2679;356.9044;True;True;-0.6244;0.9618;-0.9623;17.7143;208.9971;17.0359;3.7505;0.2692;6.6905;0.0000;True;True;0.0198;0.9688;-0.5671;19.7404;154.2126;25.9398;0.0808;2.3980;-1.5877;0.0000;
46534;0.9881635;15.1666;1.4013;-0.3131;23.1125;80.4383;356.1827;True;True;-0.5862;0.9709;-0.8940;21.3583;204.3082;14.8308;3.7739;1.2506;6.9101;0.0000;True;True;0.0226;0.9964;-0.5793;16.8697;155.3850;27.7998;0.3392;2.9055;-1.1275;0.0000;
46536;1.015799;15.1500;1.4144;-0.2928;25.2850;75.3419;352.3538;True;True;-0.5505;0.9864;-0.8259;22.6034;199.2445;7.5570;3.4146;1.4637;6.4726;0.0000;True;True;0.0257;1.0284;-0.5891;13.7605;155.3840;27.0265;0.2783;3.3621;-0.8863;0.0000;
46538;1.044216;15.1302;1.4294;-0.2731;28.9767;72.9011;351.6593;True;True;-0.5164;0.9984;-0.7696;27.4205;197.9207;1.4903;3.5062;1.3035;5.3715;0.0000;True;True;0.0290;1.0646;-0.5919;8.7857;157.9153;25.4800;0.4250;3.5716;-0.1199;0.0000;
46540;1.072133;15.1121;1.4472;-0.2514;31.2250;70.7732;350.2480;True;True;-0.4804;1.0170;-0.7206;29.6421;196.1824;1.6941;3.5177;2.0866;4.6277;0.0000;True;True;0.0359;1.0977;-0.5890;3.0569;160.4013;26.7870;0.7613;3.1901;0.4083;0.0000;
46542;1.100073;15.0953;1.4660;-0.2303;31.1918;69.7144;349.5534;True;True;-0.4468;1.0386;-0.6797;26.7895;194.0815;1.8067;3.1562;1.9984;3.7618;0.0000;True;True;0.0441;1.1250;-0.5833;359.5210;160.7568;26.6306;0.8256;2.5446;0.5763;0.0000;
46544;1.127421;15.0786;1.4837;-0.2105;31.7890;69.2812;348.7266;True;True;-0.4176;1.0557;-0.6516;25.9121;193.6661;2.6218;2.8305;1.6282;2.5908;0.0000;True;True;0.0550;1.1480;-0.5764;358.5667;161.4675;25.3607;1.2121;2.1223;0.7926;0.0000;
46546;1.157165;15.0616;1.4980;-0.1909;32.3692;69.3276;347.4142;True;True;-0.3940;1.0706;-0.6315;28.1392;196.0448;4.0561;2.2127;1.4395;1.8206;0.0000;True;True;0.0678;1.1665;-0.5688;357.7166;162.4568;26.7757;1.2508;1.7807;0.7270;0.0000;
46548;1.183004;15.0430;1.5093;-0.1724;33.7714;69.2619;347.5771;True;True;-0.3715;1.0839;-0.6167;30.0515;198.0119;2.6900;2.2650;1.2289;1.4020;0.0000;True;True;0.0809;1.1776;-0.5632;358.2199;163.2654;28.1819;1.2704;0.8968;0.4821;0.0000;
46550;1.210747;15.0254;1.5176;-0.1575;35.2563;69.5150;347.0167;True;True;-0.3426;1.0917;-0.6053;32.3906;197.4117;359.8283;3.1864;0.5837;1.0346;0.0000;True;True;0.0908;1.1850;-0.5582;1.8480;162.8936;25.2628;0.9389;0.6685;0.5777;0.0000;
46552;1.239253;15.0134;1.5247;-0.1446;36.5854;71.2380;346.9590;True;True;-0.3018;1.0945;-0.5963;32.7275;194.1374;3.3114;4.6022;-0.0127;0.7187;0.0000;True;True;0.0994;1.1898;-0.5481;2.8704;163.6868;23.5253;0.8628;0.2945;1.1518;0.0000;
46554;1.266444;15.0102;1.5307;-0.1310;36.2365;73.9782;348.6546;True;True;-0.2591;1.0842;-0.5908;35.0260;187.2346;11.1693;4.2198;-1.2878;0.5678;0.0000;True;True;0.1091;1.1887;-0.5354;1.2892;165.8569;24.4986;0.9532;-0.1740;1.2499;0.0000;
46556;1.294809;15.0106;1.5326;-0.1164;35.5840;75.6719;350.2939;True;True;-0.2209;1.0636;-0.5878;41.5198;182.8699;12.8140;3.7119;-2.4375;0.2103;0.0000;True;True;0.1192;1.1834;-0.5230;2.0590;165.8724;23.0503;1.0488;-0.6970;1.2971;0.0000;
46558;1.322486;15.0138;1.5289;-0.1017;37.0014;75.8862;351.0171;True;True;-0.1842;1.0329;-0.5896;48.2891;176.6634;6.7202;3.7545;-3.2828;-0.3101;0.0000;True;True;0.1307;1.1723;-0.5085;4.3225;164.8594;22.7370;1.1915;-1.2010;1.4669;0.0000;
46560;1.350223;15.0251;1.5225;-0.0863;37.0133;75.9340;349.8625;True;True;-0.1511;0.9980;-0.5966;52.0672;174.8436;11.6397;3.0789;-3.5191;-0.8428;0.0000;True;True;0.1435;1.1574;-0.4932;6.7210;163.8587;23.2871;1.3475;-1.5640;1.5778;0.0000;
46562;1.378396;15.0404;1.5102;-0.0716;36.4456;76.9428;351.3715;True;True;-0.1270;0.9550;-0.6130;55.4630;178.7029;15.8243;2.2879;-4.6049;-1.8860;0.0000;True;True;0.1579;1.1367;-0.4759;7.1539;159.6977;22.6625;1.4509;-2.3024;1.6846;0.0000;
46564;1.406216;15.0579;1.4906;-0.0570;37.2619;77.5162;352.7687;True;True;-0.1054;0.9056;-0.6373;63.0865;175.5500;7.9989;2.3348;-4.7969;-2.4526;0.0000;True;True;0.1732;1.1053;-0.4619;11.4151;157.6215;26.8992;1.5228;-3.4110;1.3338;0.0000;
46566;1.434102;15.0775;1.4636;-0.0414;35.8395;77.8006;352.7288;True;True;-0.0769;0.8551;-0.6692;64.0235;180.4579;16.3091;3.0590;-5.0575;-3.4766;0.0000;True;True;0.1860;1.0679;-0.4472;20.3923;154.6956;29.0100;1.1726;-3.6560;1.5927;0.0000;
46568;1.46185;15.0968;1.4286;-0.0270;33.5750;78.1235;352.2312;True;True;-0.0448;0.8040;-0.7154;60.9651;183.1911;26.4631;3.2274;-5.0805;-4.9075;0.0000;True;True;0.1929;1.0330;-0.4283;25.5321;151.0983;27.5759;0.4861;-3.4362;1.9421;0.0000;
46570;1.489841;15.1150;1.3876;-0.0150;33.0542;77.6265;353.1992;True;True;-0.0143;0.7497;-0.7718;57.1427;177.2882;22.4717;3.0451;-5.5418;-5.7712;0.0000;True;True;0.1943;0.9980;-0.4085;25.1593;151.4149;25.4567;0.0859;-3.5779;2.0032;0.0000;
46572;1.517692;15.1326;1.3401;-0.0041;31.3100;76.5224;353.6667;True;True;0.0125;0.6916;-0.8382;52.5453;181.5238;31.8161;2.4819;-5.7064;-6.9538;0.0000;True;True;0.1951;0.9579;-0.3901;26.5126;148.3885;20.4495;0.0467;-4.1111;1.7442;0.0000;
46574;1.545772;15.1463;1.2891;0.0056;29.8204;75.9172;352.4644;True;True;0.0316;0.6345;-0.9100;53.4361;188.3736;31.8923;1.7217;-5.6714;-7.2274;0.0000;True;True;0.1926;0.9183;-0.3755;32.8767;143.7236;16.0070;-0.3591;-3.8551;1.4371;0.0000;
46576;1.573386;15.1587;1.2393;0.0111;30.5226;75.3525;352.6848;True;True;0.0518;0.5820;-0.9814;55.3232;186.9013;28.1524;1.9963;-4.9484;-7.2407;0.0000;True;True;0.1867;0.8846;-0.3613;35.9967;143.7405;17.4582;-0.6197;-3.2540;1.3713;0.0000;
46578;1.601006;15.1703;1.1892;0.0153;28.7793;75.4444;353.8493;True;True;0.0580;0.5430;-1.0532;43.8946;190.4878;36.7883;0.0038;-3.6607;-6.9421;0.0000;True;True;0.1800;0.8573;-0.3503;36.1570;140.9115;15.6265;-0.7548;-2.5629;0.9976;0.0000;
46580;1.6316;15.1782;1.1427;0.0173;27.7732;74.2104;354.6708;True;True;0.0490;0.5076;-1.1033;39.1627;200.3697;40.0278;-0.8632;-3.5251;-4.4935;0.0000;True;True;0.1726;0.8322;-0.3429;36.5842;140.9874;16.1441;-0.7095;-2.5184;0.7000;0.0000;
46582;1.656865;15.1848;1.1014;0.0164;26.8824;72.8979;356.2191;True;True;0.0371;0.4902;-1.1282;47.5381;211.2368;44.7817;-0.8532;-1.0288;-2.1604;0.0000;True;True;0.1658;0.8078;-0.3383;36.7375;145.0354;20.1563;-0.6116;-2.5305;0.3806;0.0000;
46584;1.684574;15.1960;1.0692;0.0143;25.6941;74.5298;355.9797;True;True;0.0415;0.5007;-1.1486;43.6748;217.9350;44.3424;1.0257;1.4325;-1.7967;0.0000;True;True;0.1637;0.7847;-0.3396;37.1178;145.1313;18.4261;-0.0847;-2.1509;-0.1620;0.0000;
46586;1.712789;15.2027;1.0466;0.0110;24.7215;76.3533;356.7274;True;True;0.0648;0.5067;-1.1478;39.9729;199.2446;21.1253;2.0244;-0.2072;0.5068;0.0000;True;True;0.1642;0.7630;-0.3447;37.6810;144.4015;18.8832;0.2160;-2.3722;-0.6498;0.0000;
46588;1.740272;15.2086;1.0340;0.0083;25.8653;78.2868;357.9782;True;True;0.0701;0.4890;-1.1357;42.0848;186.0680;21.7158;-0.0584;-1.6809;0.9990;0.0000;True;True;0.1652;0.7412;-0.3557;40.4222;149.2319;29.3623;-0.0487;-1.9433;-1.2332;0.0000;
46590;1.768326;15.2131;1.0328;0.0073;26.3922;79.8861;358.9397;True;True;0.0471;0.4829;-1.1213;40.7285;190.4854;26.4040;-2.7933;-0.2969;1.5255;0.0000;True;True;0.1639;0.7315;-0.3704;40.4685;151.5157;27.5574;-0.1662;-0.6512;-1.4979;0.0000;
46592;1.795493;15.2160;1.0436;0.0091;26.4305;80.5455;359.4950;True;True;0.0175;0.4888;-1.0956;41.4230;195.8339;17.1781;-2.7441;0.8116;3.1080;0.0000;True;True;0.1617;0.7326;-0.3873;37.4368;153.8078;24.1114;-0.2862;0.4338;-1.7523;0.0000;
46594;1.823743;15.2157;1.0617;0.0134;26.7727;80.1632;0.2265;True;True;0.0015;0.5093;-1.0557;42.0076;190.7889;10.0174;-1.0939;2.6572;4.3277;0.0000;True;True;0.1612;0.7454;-0.4046;32.5135;155.2755;23.1134;0.0502;1.5245;-1.7001;0.0000;
46596;1.851502;15.2150;1.0875;0.0210;27.2138;76.2720;357.8038;True;True;-0.0082;0.5405;-0.9994;33.9746;182.4860;14.2166;-1.0992;2.9981;6.0794;0.0000;True;True;0.1645;0.7650;-0.4199;29.5909;153.3493;24.4332;0.4135;2.1022;-1.4557;0.0000;
46598;1.879479;15.2115;1.1191;0.0291;29.0277;70.4497;356.7864;True;True;-0.0231;0.5615;-0.9321;36.0451;175.7681;13.0736;-1.3762;1.7829;6.6278;0.0000;True;True;0.1667;0.7890;-0.4334;29.2730;150.4370;30.6424;-0.0091;2.5529;-1.4098;0.0000;
46600;1.907421;15.2090;1.1571;0.0396;27.9695;61.5262;352.4595;True;True;-0.0342;0.5838;-0.8625;44.9649;167.8725;10.1922;-1.0870;2.5646;7.1740;0.0000;True;True;0.1610;0.8141;-0.4493;30.1904;149.9476;34.2382;-0.6875;2.4635;-1.6422;0.0000;
46602;1.935203;15.2038;1.1995;0.0464;28.0752;53.4753;348.7148;True;True;-0.0461;0.6127;-0.7872;50.8421;160.9004;9.9010;-1.2539;2.8969;7.4999;0.0000;True;True;0.1497;0.8402;-0.4674;33.4635;149.8649;27.5593;-1.1189;2.6202;-1.7587;0.0000;
46604;1.96295;15.1998;1.2410;0.0509;29.2399;47.0651;346.3902;True;True;-0.0610;0.6407;-0.7204;56.0036;151.8102;9.2607;-1.5643;2.7607;6.3086;0.0000;True;True;0.1416;0.8648;-0.4824;35.6047;150.7427;21.4828;-0.6567;2.4389;-1.3862;0.0000;
46606;1.990787;15.1967;1.2792;0.0541;30.0109;44.1160;346.5307;True;True;-0.0803;0.6647;-0.6730;61.1032;152.4215;14.6897;-1.9660;2.1429;4.2342;0.0000;True;True;0.1406;0.8867;-0.4931;35.6203;152.4353;22.3363;0.1762;1.9860;-0.9737;0.0000;
46608;2.018815;15.1907;1.3103;0.0561;30.4586;42.1438;346.4558;True;True;-0.0990;0.6882;-0.6513;69.2223;154.3489;21.0283;-1.9615;2.5776;1.5363;0.0000;True;True;0.1478;0.8989;-0.5049;34.8919;151.7986;22.9900;0.9678;0.9086;-1.2794;0.0000;
46610;2.046392;15.1831;1.3319;0.0581;30.0453;40.9971;346.3650;True;True;-0.1265;0.7185;-0.6639;71.7538;161.7030;19.0406;-2.9284;2.9950;-1.7838;0.0000;True;True;0.1642;0.8996;-0.5193;37.1396;145.3435;18.2616;1.8156;-0.2974;-1.4812;0.0000;
46612;2.074473;15.1778;1.3456;0.0598;28.8440;40.8013;347.6418;True;True;-0.1556;0.7486;-0.6818;71.0126;164.8612;11.6167;-2.8359;2.9211;-1.8987;0.0000;True;True;0.1886;0.8903;-0.5393;39.8876;142.9347;20.6558;2.5842;-1.1890;-2.1350;0.0000;
46614;2.102403;15.1739;1.3514;0.0627;27.5541;41.4442;348.7340;True;True;-0.1858;0.7756;-0.7037;64.8706;173.8447;20.2490;-3.0642;2.5670;-2.1599;0.0000;True;True;0.2177;0.8707;-0.5692;39.8290;139.7270;17.6988;2.9974;-2.2938;-3.3091;0.0000;
46616;2.130164;15.1708;1.3465;0.0685;26.1094;42.2824;349.2112;True;True;-0.2195;0.7979;-0.7260;60.5733;179.0084;28.4394;-3.5704;2.1892;-2.2853;0.0000;True;True;0.2554;0.8402;-0.6094;42.3925;139.2809;15.6772;4.0028;-3.3589;-4.0957;0.0000;
46618;2.158375;15.1702;1.3311;0.0782;25.3816;43.3608;351.0983;True;True;-0.2592;0.8180;-0.7471;57.3385;182.5020;30.5364;-4.1289;1.9819;-2.0096;0.0000;True;True;0.3023;0.8048;-0.6561;45.6929;138.2116;17.7402;4.9800;-3.5060;-4.8663;0.0000;
46620;2.186072;15.1731;1.3093;0.0927;25.2826;44.4756;352.3424;True;True;-0.3077;0.8338;-0.7621;52.5884;189.3879;34.4430;-5.1065;1.3320;-1.2488;0.0000;True;True;0.3553;0.7706;-0.7075;43.0267;131.5683;15.1532;5.3683;-3.4193;-5.3431;0.0000;
46622;2.213692;15.1806;1.2812;0.1124;23.9635;45.5081;353.2240;True;True;-0.3609;0.8450;-0.7668;47.3350;203.3323;47.2411;-5.3918;1.2478;-0.1118;0.0000;True;True;0.4098;0.7390;-0.7718;40.9110;125.7347;5.8671;5.3499;-3.0316;-6.7554;0.0000;
46624;2.241456;15.1909;1.2505;0.1340;23.5271;45.6366;354.8951;True;True;-0.4164;0.8595;-0.7561;42.7425;219.6430;57.7041;-5.4917;1.6030;1.4320;0.0000;True;True;0.4657;0.7131;-0.8398;35.9273;129.0122;4.1922;5.5022;-2.4216;-6.7017;0.0000;
46626;2.269633;15.2016;1.2178;0.1571;24.2719;45.5183;353.9972;True;True;-0.4644;0.8812;-0.7282;36.2069;232.2970;60.2092;-4.4811;2.2073;3.3450;0.0000;True;True;0.5248;0.6864;-0.9039;29.4630;127.5485;356.0910;5.9380;-2.7215;-6.2895;0.0000;
46628;2.29727;15.2151;1.1855;0.1829;24.6132;45.1277;352.2874;True;True;-0.4978;0.8983;-0.6811;27.4451;240.5050;65.8871;-2.9915;1.5056;5.2011;0.0000;True;True;0.5829;0.6574;-0.9594;30.9406;121.2561;348.2599;5.6684;-2.8219;-5.2400;0.0000;
46630;2.325265;15.2342;1.1607;0.2103;23.7034;46.9613;353.9836;True;True;-0.5174;0.9109;-0.6208;20.4087;250.7359;77.0884;-1.6867;1.2946;6.1903;0.0000;True;True;0.6317;0.6374;-1.0048;35.0697;120.3220;349.2459;4.4703;-1.5436;-4.2931;0.0000;
46632;2.352952;15.2510;1.1360;0.2383;22.7494;49.4143;352.9613;True;True;-0.5119;0.9309;-0.5546;17.3596;263.8745;77.7338;2.1199;2.4817;6.7629;0.0000;True;True;0.6730;0.6203;-1.0374;35.2140;119.6513;350.4885;3.8504;-1.6176;-3.1239;0.0000;
46634;2.380766;15.2671;1.1138;0.2660;21.9755;51.3058;354.1800;True;True;-0.4751;0.9447;-0.4916;14.9765;273.8073;74.3130;4.4119;0.8266;6.1328;0.0000;True;True;0.7030;0.6040;-1.0673;33.5619;114.2218;344.1375;2.5723;-1.7578;-2.7287;0.0000;
46636;2.408745;15.2828;1.0972;0.2924;21.6214;52.4984;354.1365;True;True;-0.4430;0.9324;-0.4357;13.2043;280.1187;81.9045;3.2693;-1.2436;5.2642;0.0000;True;True;0.7195;0.5740;-1.0898;37.8069;116.1182;339.3957;1.4820;-3.3909;-2.1111;0.0000;
