Frame;Tiempo;ID_Luz;Estatus;
2932;38.6795;1;encendido
3022;1.5100;1;tocado
3095;2.5243;4;encendido
3140;3.1494;4;tocado
3214;4.1793;7;encendido
3283;5.1396;7;tocado
3357;6.1655;6;encendido
3422;7.0692;6;tocado
3495;8.0836;8;encendido
3544;8.7631;8;tocado
3617;9.7789;7;encendido
3728;11.3197;7;tocado
3801;12.3342;1;encendido
3867;13.2515;1;tocado
3941;14.2798;2;encendido
4014;15.2935;2;tocado
4088;16.3212;5;encendido
4146;17.1252;5;tocado
4219;18.1409;8;encendido
4308;19.3785;8;tocado
4381;20.3912;6;encendido
4454;21.4040;6;tocado
4528;22.4304;2;encendido
4616;23.6555;2;tocado
4689;24.6687;7;encendido
4751;25.5280;7;tocado
4824;26.5450;2;encendido
4905;27.6670;2;tocado
4978;28.6815;4;encendido
5023;29.3045;4;tocado
5096;30.3213;3;encendido
5146;31.0167;3;tocado
5220;32.0412;3;encendido
5299;33.1415;3;tocado
5373;34.1667;6;encendido
5444;35.1540;6;tocado
5518;36.1838;6;encendido
5584;37.0987;6;tocado
5658;38.1243;4;encendido
5693;38.6114;4;tocado
5767;39.6388;5;encendido
5814;40.2931;5;tocado
5888;41.3188;1;encendido
5939;42.0281;1;tocado
6012;43.0416;2;encendido
6066;43.7917;2;tocado
6139;44.8058;6;encendido
6221;45.9447;6;tocado
6294;46.9608;8;encendido
6367;47.9740;8;tocado
6441;49.0000;0;encendido
6522;50.1270;0;tocado
6596;51.1523;7;encendido
6653;51.9448;7;tocado
6726;52.9604;7;encendido
6778;53.6819;7;tocado
6852;54.7083;4;encendido
6891;55.2487;4;tocado
6964;56.2649;6;encendido
7028;57.1531;6;tocado
7101;58.1666;1;encendido
7161;58.9995;1;tocado

