Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
13785;0;15.1574;1.6467;0.1275;3.4258;268.3141;357.9245;True;True;0.5650;1.6406;-0.2705;304.2291;25.2292;75.6830;113.0026;328.1182;-54.1011;0.0000;True;True;-0.2857;1.6024;-0.2534;302.8557;322.4757;300.0616;-57.1478;320.4786;-50.6761;0.0000;
13790;0.3522306;15.1603;1.6541;0.1763;3.0622;270.6477;2.3280;True;True;0.5682;1.6562;-0.2668;303.2331;21.5225;79.9444;-0.0282;0.3246;-0.1265;0.0000;True;True;-0.2813;1.5913;-0.2513;304.2238;323.1196;296.1267;-0.0158;0.3405;-0.0939;0.0000;
13795;0.4219019;15.1600;1.6561;0.1760;2.6189;271.0537;1.8631;True;True;0.5682;1.6615;-0.2768;301.7551;23.6193;77.8346;0.0164;0.0812;-0.5093;0.0000;True;True;-0.2829;1.6040;-0.2492;304.2783;319.7238;302.8973;-0.0559;0.5713;0.2244;0.0000;
13800;0.5018806;15.1608;1.6531;0.1702;2.5138;271.3778;0.8125;True;True;0.5658;1.6546;-0.2890;301.0278;25.4025;77.5750;-0.1801;-0.4325;-0.4757;0.0000;True;True;-0.2800;1.6161;-0.2401;303.1702;325.1413;296.8130;0.2341;0.4570;0.4180;0.0000;
13805;0.5762996;15.1619;1.6515;0.1610;3.3579;271.8875;359.3309;True;True;0.5607;1.6388;-0.2998;301.9781;28.2802;74.6305;-0.1549;-0.6597;-0.4485;0.0000;True;True;-0.2726;1.6273;-0.2298;301.2498;332.7854;289.6461;0.2924;0.3807;0.3781;0.0000;
13810;0.6481297;15.1603;1.6489;0.1518;2.6566;272.7007;358.1311;True;True;0.5553;1.6212;-0.3067;303.4329;32.7294;68.0923;-0.2779;-0.7803;-0.0893;0.0000;True;True;-0.2655;1.6349;-0.2178;300.7177;338.6508;285.1329;0.2912;0.2156;0.4653;0.0000;
13815;0.7182822;15.1565;1.6474;0.1468;1.5764;272.9953;357.9150;True;True;0.5494;1.6025;-0.3027;303.9980;31.5068;71.2176;-0.2691;-0.6879;0.2969;0.0000;True;True;-0.2572;1.6365;-0.2076;300.3424;341.6921;283.7307;0.3395;-0.0692;0.4225;0.0000;
13820;0.7883533;15.1513;1.6441;0.1465;1.2720;272.6609;357.8919;True;True;0.5250;1.5879;-0.2926;303.5500;29.2731;71.6059;-1.5371;-0.5606;0.5308;0.0000;True;True;-0.2385;1.6286;-0.2058;299.3781;343.1602;283.6789;1.0925;-0.5362;-0.1381;0.0000;
13825;0.8584633;15.1425;1.6376;0.1510;0.4638;272.0314;359.2465;True;True;0.4895;1.5766;-0.2759;301.2539;18.1141;78.0863;-1.2934;-0.2756;0.8480;0.0000;True;True;-0.2070;1.6043;-0.2115;297.4726;350.0054;281.4563;1.1341;-1.1354;-0.2446;0.0000;
13830;0.9281062;15.1304;1.6332;0.1551;0.1330;270.7609;0.7864;True;True;0.4684;1.5745;-0.2582;299.5348;12.6761;81.8969;-0.5894;0.0720;0.6196;0.0000;True;True;-0.1893;1.5815;-0.2188;295.4984;343.9720;293.0788;0.4078;-0.7691;-0.2255;0.0000;
13835;0.9977949;15.1203;1.6306;0.1490;0.0011;268.7757;0.5031;True;True;0.4277;1.5738;-0.2552;294.4563;14.6686;80.7216;-2.5717;-0.0605;-0.2983;0.0000;True;True;-0.1836;1.5605;-0.2191;296.5328;344.5734;292.8043;0.1683;-0.6464;-0.3004;0.0000;
13840;1.067364;15.1120;1.6260;0.1296;359.3915;263.1833;1.1088;True;True;0.3261;1.5589;-0.2585;290.7299;10.4352;69.7095;-5.3436;-0.7658;0.1277;0.0000;True;True;-0.1881;1.5529;-0.2389;291.9323;336.5329;309.0673;-0.3442;-0.1574;-0.6660;0.0000;
