Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
1725;0.3149671;14.6756;1.6152;0.0562;359.6453;264.6458;0.9007;True;True;0.4512;1.5964;0.1339;303.0071;38.8546;36.6273;1.0937;0.1275;-0.1090;0.0000;True;True;-0.3756;1.6147;0.1402;283.7070;246.7666;13.0736;-0.6453;0.3383;-1.1607;0.0000;
1730;0.4079652;14.6811;1.6084;0.0650;3.3360;265.6537;1.4173;True;True;0.5077;1.6180;0.1218;326.1673;37.1474;347.1812;2.6173;0.8439;-0.4288;0.0000;True;True;-0.4126;1.6162;0.1049;321.2458;267.8686;19.2597;-1.9048;-0.2532;-1.5505;0.0000;
1735;0.4879591;14.6835;1.6157;0.0724;2.9523;265.7018;2.9523;True;True;0.5779;1.6260;0.1023;336.4656;43.1985;321.1866;2.5763;-0.2606;-0.8993;0.0000;True;True;-0.4670;1.5913;0.0719;358.7946;277.0922;37.6989;-1.9171;-1.4126;-1.0295;0.0000;
1740;0.5622176;14.6905;1.6145;0.0759;4.0561;265.7343;2.1810;True;True;0.6024;1.6179;0.0738;338.6111;49.7002;316.3080;-0.1390;-0.3273;-1.2229;0.0000;True;True;-0.4858;1.5614;0.0583;12.3016;279.3794;39.5942;0.7959;-0.3017;-0.4376;0.0000;
1745;0.6338129;14.6970;1.6115;0.0750;4.4330;265.0334;2.8027;True;True;0.5655;1.5989;0.0520;324.7405;59.1866;335.5408;-1.8919;-1.2795;-0.4781;0.0000;True;True;-0.4320;1.5525;0.0544;339.0511;274.9496;25.5217;2.3877;-1.1017;-0.2139;0.0000;
1750;0.7045604;14.6993;1.6061;0.0626;2.6937;256.0884;3.1166;True;True;0.4866;1.5507;0.0568;318.1497;58.3084;341.7643;-4.1651;-2.5024;0.7345;0.0000;True;True;-0.3789;1.5098;0.0300;325.6248;263.0815;25.5885;2.1373;-1.9962;-1.1769;0.0000;
1755;0.7745433;14.6996;1.5895;0.0409;1.8982;247.0430;4.1736;True;True;0.3483;1.4704;0.0957;314.2203;40.2312;355.4943;-6.5031;-3.6043;1.7004;0.0000;True;True;-0.3383;1.4389;-0.0080;313.7428;227.4333;41.3939;1.2510;-2.9161;-1.4360;0.0000;
1760;0.8445845;14.7015;1.5598;0.0057;2.9817;240.2537;3.1382;True;True;0.1545;1.3853;0.1266;316.2381;8.5125;16.4367;-8.2362;-2.7878;0.6545;0.0000;True;True;-0.3524;1.3933;-0.0457;323.3689;214.5487;50.3277;-1.4896;-0.7154;-1.0627;0.0000;
1765;0.9144419;14.7003;1.5310;-0.0477;1.9905;236.9093;4.1645;True;True;-0.0186;1.3462;0.1058;313.5558;339.1043;34.7455;-5.9646;-1.1235;-1.4572;0.0000;True;True;-0.4230;1.4065;-0.0567;323.7321;214.6405;51.7407;-3.4767;0.6556;-0.4207;0.0000;
1770;0.9840043;14.7005;1.5095;-0.1213;4.3128;230.9529;3.0588;True;True;-0.1626;1.3246;0.0679;310.8476;327.0207;40.1620;-5.8764;-0.7759;-1.6521;0.0000;True;True;-0.5338;1.4189;-0.0685;326.2205;207.6480;50.7289;-4.9204;0.1966;-0.5920;0.0000;
1775;1.053854;14.7028;1.5030;-0.2167;5.1146;225.5125;1.3601;True;True;-0.3273;1.3146;0.0138;306.1330;322.9120;35.8393;-7.2236;-0.3714;-2.4422;0.0000;True;True;-0.6810;1.4291;-0.1094;338.3347;187.5767;54.3116;-6.9393;0.9553;-2.3880;0.0000;
1780;1.12341;14.7030;1.4911;-0.3314;1.3077;223.5063;358.1867;True;True;-0.5243;1.3041;-0.0443;305.9470;298.8428;55.1945;-7.5588;-0.3420;-1.9336;0.0000;True;True;-0.9031;1.4896;-0.1212;340.3432;179.8020;50.5992;-10.4636;3.2987;1.1533;0.0000;
1785;1.19326;14.6963;1.4764;-0.4547;359.5913;223.2944;359.5084;True;True;-0.6888;1.2925;-0.0583;313.6156;291.8455;50.5245;-5.7954;-0.7521;-0.0952;0.0000;True;True;-1.1366;1.5051;-0.0858;320.7356;201.1333;2.6749;-5.8236;-1.6013;0.5221;0.0000;
1790;1.262979;14.6801;1.4569;-0.5714;357.5523;220.4901;359.5804;True;True;-0.7811;1.2687;-0.0573;316.9276;290.5186;47.2753;-2.1566;-1.1493;0.8140;0.0000;True;True;-1.2482;1.4765;-0.0860;318.0155;188.3103;9.5916;-3.6954;-1.3553;-0.1144;0.0000;
1795;1.332627;14.6620;1.4311;-0.6716;357.0553;220.6320;0.0123;True;True;-0.8011;1.2126;-0.0128;323.6671;301.7609;30.8312;-0.1104;-3.0931;2.3695;0.0000;True;True;-1.3744;1.4042;-0.1035;314.6501;200.4071;356.8616;-5.5286;-4.0253;-1.0944;0.0000;
1800;1.402417;14.6476;1.4047;-0.7398;357.7256;221.0665;359.9922;True;True;-0.7740;1.1204;0.0765;338.2760;316.5016;30.6853;2.2514;-3.9196;4.2548;0.0000;True;True;-1.4739;1.2683;-0.1182;332.5696;234.9533;320.7854;-2.1902;-5.4660;-0.7279;0.0000;
1805;1.472037;14.6280;1.3911;-0.7678;358.0698;228.3455;0.0963;True;True;-0.6527;1.0171;0.1738;357.8426;345.3500;23.8871;6.3147;-4.3014;3.0923;0.0000;True;True;-1.4991;1.1324;-0.1150;342.4678;239.2014;323.5209;0.2246;-5.3255;1.8066;0.0000;
