Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;
16860;0;14.6145;1.3903;0.0609;4.9093;267.9599;2.8083;True;True;0.4505;1.5195;0.2460;292.3937;54.4488;31.0634;90.1057;303.8994;49.1906;0.0000;True;True;-0.3679;1.5767;0.2155;298.5016;270.0818;13.9996;-73.5751;315.3475;43.1041;0.0000;
16862;0.02921427;14.6138;1.3907;0.0612;5.0346;267.9176;2.8787;True;True;0.4520;1.5198;0.2483;292.8419;54.3978;31.0517;0.1588;0.0310;0.2449;0.0000;True;True;-0.3699;1.5773;0.2154;299.3977;270.1124;14.5026;-0.2149;0.0627;-0.0132;0.0000;
16864;0.05596183;14.6133;1.3912;0.0616;5.2524;267.8523;3.0253;True;True;0.4534;1.5200;0.2505;293.2858;54.7958;30.5617;0.1292;0.0218;0.2092;0.0000;True;True;-0.3720;1.5777;0.2156;300.7711;270.7647;15.2870;-0.2088;0.0237;0.0300;0.0000;
16866;0.08342308;14.6130;1.3916;0.0621;5.5131;267.7471;3.1815;True;True;0.4545;1.5200;0.2525;293.6802;55.1683;29.9456;0.0996;-0.0169;0.2015;0.0000;True;True;-0.3738;1.5775;0.2160;301.8448;271.4506;15.3425;-0.1608;-0.0313;0.0411;0.0000;
16868;0.1117891;14.6126;1.3917;0.0627;5.6250;267.5951;3.2400;True;True;0.4553;1.5195;0.2543;294.0417;54.9523;29.9898;0.0745;-0.0647;0.1742;0.0000;True;True;-0.3751;1.5768;0.2166;302.0938;271.0616;15.7114;-0.1180;-0.0998;0.0715;0.0000;
16870;0.1393202;14.6123;1.3917;0.0632;5.6298;267.4442;3.1387;True;True;0.4558;1.5186;0.2556;294.1854;54.7983;30.1139;0.0378;-0.0939;0.1098;0.0000;True;True;-0.3763;1.5754;0.2177;301.8911;270.6072;15.5687;-0.1119;-0.1732;0.1304;0.0000;
16872;0.167107;14.6120;1.3915;0.0637;5.5848;267.3336;3.0489;True;True;0.4560;1.5174;0.2560;294.1090;54.8434;30.1227;0.0085;-0.1093;0.0131;0.0000;True;True;-0.3776;1.5733;0.2185;301.8318;270.5010;15.1737;-0.1355;-0.2318;0.0728;0.0000;
16874;0.1949311;14.6115;1.3912;0.0644;5.4758;267.2175;3.0547;True;True;0.4563;1.5155;0.2564;293.8112;54.8775;30.0583;0.0411;-0.2676;0.0464;0.0000;True;True;-0.3793;1.5707;0.2192;301.9825;270.1207;15.6803;-0.1875;-0.2462;0.0715;0.0000;
16876;0.2228499;14.6109;1.3910;0.0651;5.3304;267.1019;3.0012;True;True;0.4571;1.5141;0.2571;293.3466;54.9853;30.0566;0.0911;-0.1345;0.0940;0.0000;True;True;-0.3814;1.5681;0.2206;302.0909;269.2043;16.6464;-0.2194;-0.2670;0.1765;0.0000;
16878;0.2507337;14.6098;1.3913;0.0661;5.0387;267.0568;2.9597;True;True;0.4588;1.5129;0.2588;292.9498;54.6245;30.6129;0.1976;-0.1157;0.1954;0.0000;True;True;-0.3839;1.5658;0.2237;301.7176;268.7429;16.3658;-0.2507;-0.2359;0.3518;0.0000;
