Frame;Tiempo;ID_Bola;Estatus;Posicion_Bola_x;Posicion_Bola_y;Posicion_Bola_z
4415;0.2728;1;En movimiento;9.2690;1.2404;4.2025
4420;0.3642;1;En movimiento;9.6317;1.2576;3.8967
4425;0.4445;1;En movimiento;9.9435;1.2719;3.6337
4430;0.5182;1;En movimiento;10.2451;1.2862;3.3795
4435;0.5896;1;En movimiento;10.5210;1.2992;3.1468
4440;0.6591;1;En movimiento;10.7999;1.3124;2.9116
4445;0.7292;1;En movimiento;11.0756;1.3255;2.6792
4450;0.8003;1;En movimiento;11.3481;1.3383;2.4494
4455;0.8680;1;En movimiento;11.6230;1.3515;2.2176
4460;0.9374;1;En movimiento;11.8966;1.3646;1.9869
4465;1.0071;1;En movimiento;12.1725;1.3779;1.7543
4470;1.0783;1;En movimiento;12.4441;1.3910;1.5254
4475;1.1449;1;En movimiento;12.7102;1.4456;1.3010
4480;1.2166;1;En movimiento;12.9848;1.4171;1.0694
4485;1.2852;1;En movimiento;13.2647;1.4792;0.8334
4490;1.3543;1;En movimiento;13.5317;1.4446;0.6083
4495;1.4238;1;En movimiento;13.8068;1.4583;0.3763
4497;1.4515;1;Parada;13.9678;1.5219;0.2406
4570;2.4653;2;En movimiento;17.6300;0.0500;0.0000
4575;2.5353;2;En movimiento;8.7983;1.1917;-1.9301
4580;2.6046;2;En movimiento;9.1752;1.2211;-1.7561
4585;2.6745;2;En movimiento;9.5672;1.2520;-1.5752
4590;2.7457;2;En movimiento;9.9537;1.2555;-1.3968
4595;2.8139;2;En movimiento;10.3458;1.2970;-1.2158
4600;2.8832;2;En movimiento;10.7342;1.3244;-1.0365
4605;2.9546;2;En movimiento;11.1257;1.3521;-0.8558
4610;3.0217;2;En movimiento;11.5146;1.3797;-0.6763
4615;3.0912;2;En movimiento;11.9164;1.4086;-0.4909
4620;3.1612;2;En movimiento;12.2921;1.4350;-0.3175
4625;3.2325;2;En movimiento;12.6967;1.4643;-0.1307
4630;3.3015;2;En movimiento;13.0756;1.4912;0.0442
4635;3.3697;2;En movimiento;13.4692;1.5622;0.2258
4637;3.4006;2;Parada;13.7186;1.5826;0.3410
4710;4.4143;3;En movimiento;4.8944;1.1632;-1.4744
